customer_id,last_login_date,login_frequency_30d,mobile_app_user,email_opens_6m,customer_service_calls_12m,complaints_filed
CUST_001702,2022-07-24,0,No,0.6,1,0
CUST_001703,2023-03-09,0,No,0.39,6,0
CUST_001704,2023-03-14,2,No,0.35,0,0
CUST_001705,2022-10-21,1,Yes,0.56,0,0
CUST_001706,2023-03-14,0,No,0.2,2,2
CUST_001707,2022-07-17,1,Yes,0.68,1,0
CUST_001708,2023-06-15,2,No,0.39,0,0
CUST_001709,2023-02-07,4,Yes,0.49,1,0
CUST_001710,2023-09-07,3,No,0.57,0,0
CUST_001711,2023-12-16,4,No,0.56,0,0
CUST_001712,2023-07-14,3,Yes,0.84,1,0
CUST_001713,2023-12-08,2,Yes,0.67,1,0
CUST_001714,2023-12-12,0,No,0.38,0,0
CUST_001715,2023-07-02,1,No,0.58,1,0
CUST_001716,2023-09-12,2,No,0.42,1,0
CUST_001717,2023-06-03,2,No,0.38,1,0
CUST_001718,2023-07-26,0,No,0.18,3,0
CUST_001719,2023-12-23,2,No,0.28,0,0
CUST_001720,2023-11-21,0,Yes,0.4,0,0
CUST_001721,2023-12-05,1,No,0.43,2,0
CUST_001722,2023-02-04,1,No,0.72,3,0
CUST_001723,2023-09-08,6,Yes,0.58,1,0
CUST_001724,2023-01-15,0,No,0.64,1,0
CUST_001725,2023-06-14,1,No,0.49,1,0
CUST_001726,2023-06-02,1,Yes,0.35,1,0
CUST_001727,2022-07-12,4,Yes,0.81,0,0
CUST_001728,2023-04-07,5,Yes,0.38,1,0
CUST_001729,2023-09-21,4,No,0.47,0,0
CUST_001730,2023-05-23,2,Yes,0.4,0,0
CUST_001731,2023-11-03,1,No,0.49,1,1
CUST_001732,2023-03-05,1,No,0.33,1,0
CUST_001733,2023-01-24,2,No,0.42,3,1
CUST_001734,2023-01-23,1,No,0.51,0,0
CUST_001735,2023-05-25,2,Yes,0.19,0,0
CUST_001736,2022-05-21,1,Yes,0.65,0,1
CUST_001737,2023-07-10,3,No,0.36,0,0
CUST_001738,2023-03-31,3,No,0.3,0,1
CUST_001739,2023-08-09,8,Yes,0.38,0,0
CUST_001740,2023-11-13,3,No,0.23,1,1
CUST_001741,2023-05-25,5,Yes,0.42,2,0
CUST_001742,2023-12-14,0,No,0.19,3,1
CUST_001743,2023-08-04,3,Yes,0.3,1,0
CUST_001744,2023-10-15,0,No,0.66,0,0
CUST_001745,2023-08-07,3,Yes,0.69,1,1
CUST_001746,2023-07-19,6,Yes,0.48,3,0
CUST_001747,2023-04-04,2,Yes,0.62,0,0
CUST_001748,2023-02-21,2,Yes,0.52,1,0
CUST_001749,2023-10-11,2,Yes,0.54,2,0
CUST_001750,2023-08-01,1,Yes,0.53,1,0
CUST_001751,2023-12-24,1,No,0.58,2,0
CUST_001752,2023-02-17,2,No,0.58,0,0
CUST_001753,2022-07-25,0,No,0.65,0,0
CUST_001754,2022-11-27,1,Yes,0.61,1,0
CUST_001755,2022-11-29,1,Yes,0.81,1,0
CUST_001756,2023-09-27,0,No,0.32,5,1
CUST_001757,2023-02-07,0,No,0.14,2,1
CUST_001758,2023-01-26,2,No,0.66,1,0
CUST_001759,2023-12-18,6,No,0.38,0,0
CUST_001760,2023-11-10,2,Yes,0.56,0,0
CUST_001761,2023-06-15,3,No,0.53,4,0
CUST_001762,2023-07-31,2,No,0.31,2,0
CUST_001763,2023-08-10,1,No,0.58,2,0
CUST_001764,2023-08-27,4,No,0.4,0,0
CUST_001765,2023-10-29,1,Yes,0.67,0,1
CUST_001766,2022-10-12,4,No,0.45,0,2
CUST_001767,2023-08-03,0,No,0.05,1,0
CUST_001768,2023-12-26,1,Yes,0.41,1,0
CUST_001769,2023-09-03,4,Yes,0.23,0,0
CUST_001770,2023-09-06,2,No,0.43,2,0
CUST_001771,2023-03-22,4,No,0.81,0,0
CUST_001772,2023-10-31,0,No,0.26,1,0
CUST_001773,2023-10-05,5,Yes,0.42,0,0
CUST_001774,2023-09-14,2,Yes,0.31,0,0
CUST_001775,2023-04-01,1,No,0.35,0,0
CUST_001776,2023-01-09,1,No,0.56,1,0
CUST_001777,2022-10-18,2,No,0.44,2,0
CUST_001778,2023-06-26,1,No,0.52,2,1
CUST_001779,2022-07-08,3,Yes,0.38,0,2
CUST_001780,2023-04-22,2,Yes,0.2,1,0
CUST_001781,2023-11-05,3,No,0.46,1,0
CUST_001782,2023-01-19,2,No,0.56,0,0
CUST_001783,2023-03-26,5,Yes,0.44,0,0
CUST_001784,2023-07-10,2,No,0.54,0,0
CUST_001785,2023-10-28,0,No,0.35,0,0
CUST_001786,2023-04-15,0,No,0.4,0,2
CUST_001787,2022-08-07,0,Yes,0.52,2,0
CUST_001788,2023-12-09,2,No,0.63,1,2
CUST_001789,2023-09-28,2,Yes,0.35,0,0
CUST_001790,2023-10-30,2,No,0.52,1,0
CUST_001791,2023-07-22,1,No,0.25,4,1
CUST_001792,2023-09-22,0,Yes,0.12,1,1
CUST_001793,2023-12-12,3,Yes,0.64,1,0
CUST_001794,2022-05-27,4,Yes,0.32,2,1
CUST_001795,2023-08-11,3,No,0.51,0,0
CUST_001796,2023-02-26,4,No,0.4,0,0
CUST_001797,2022-08-21,0,No,0.04,0,0
CUST_001798,2023-08-13,3,Yes,0.38,0,0
CUST_001799,2023-12-24,4,No,0.45,2,0
CUST_001800,2023-08-09,1,No,0.7,1,0
CUST_001801,2023-11-18,2,Yes,0.53,0,0
CUST_001802,2023-10-02,0,Yes,0.63,1,0
CUST_001803,2023-08-13,1,Yes,0.45,0,0
CUST_001804,2022-08-12,2,Yes,0.74,0,0
CUST_001805,2023-04-22,2,No,0.54,0,0
CUST_001806,2023-11-20,2,Yes,0.58,1,0
CUST_001807,2023-02-10,1,Yes,0.18,0,0
CUST_001808,2023-10-30,1,No,0.66,1,0
CUST_001809,2023-04-11,1,No,0.38,0,0
CUST_001810,2023-10-01,0,No,0.43,3,0
CUST_001811,2022-10-26,2,No,0.42,2,0
CUST_001812,2023-11-20,0,No,0.22,0,0
CUST_001813,2023-03-26,3,No,0.53,1,0
CUST_001814,2023-03-06,3,Yes,0.41,2,1
CUST_001815,2023-07-08,2,Yes,0.72,2,0
CUST_001816,2023-03-26,4,No,0.57,1,0
CUST_001817,2023-06-15,0,Yes,0.57,1,0
CUST_001818,2023-05-27,2,No,0.42,1,0
CUST_001819,2023-12-28,2,No,0.58,4,0
CUST_001820,2023-04-08,1,No,0.55,0,0
CUST_001821,2023-03-26,2,No,0.61,1,0
CUST_001822,2023-09-12,3,No,0.53,1,0
CUST_001823,2023-06-07,2,No,0.23,1,0
CUST_001824,2022-11-03,3,Yes,0.47,0,0
CUST_001825,2023-11-14,3,No,0.26,0,0
CUST_001826,2023-04-28,4,No,0.7,1,0
CUST_001827,2023-11-18,0,Yes,0.25,1,0
CUST_001828,2023-05-13,1,No,0.58,1,0
CUST_001829,2023-08-25,1,Yes,0.47,1,0
CUST_001830,2023-10-16,1,Yes,0.48,0,0
CUST_001831,2023-07-05,0,No,0.41,0,0
CUST_001832,2023-02-25,1,Yes,0.43,2,0
CUST_001833,2023-08-09,2,Yes,0.52,0,0
CUST_001834,2022-11-18,1,No,0.47,1,0
CUST_001835,2023-07-07,1,No,0.55,0,0
CUST_001836,2023-07-30,2,Yes,0.47,0,0
CUST_001837,2023-12-04,2,Yes,0.8,1,0
CUST_001838,2023-08-06,1,No,0.42,0,0
CUST_001839,2023-11-08,3,No,0.61,0,0
CUST_001840,2022-05-24,1,No,0.61,0,0
CUST_001841,2023-10-13,1,No,0.21,3,0
CUST_001842,2023-11-14,1,Yes,0.8,1,1
CUST_001843,2023-03-02,0,No,0.13,1,0
CUST_001844,2022-04-15,5,No,0.38,1,0
CUST_001845,2023-09-17,1,No,0.22,1,0
CUST_001846,2023-06-04,1,Yes,0.15,3,3
CUST_001847,2023-06-09,1,No,0.35,0,0
CUST_001848,2023-08-17,1,Yes,0.28,1,0
CUST_001849,2023-04-02,1,No,0.39,1,0
CUST_001850,2023-07-03,1,No,0.43,1,0
CUST_001851,2022-11-02,1,Yes,0.57,1,0
CUST_001852,2023-07-16,2,No,0.47,0,0
CUST_001853,2023-02-21,2,No,0.33,2,0
CUST_001854,2023-08-08,1,No,0.16,3,2
CUST_001855,2023-09-01,2,No,0.58,0,0
CUST_001856,2023-11-21,3,No,0.48,0,1
CUST_001857,2022-09-20,0,No,0.15,2,3
CUST_001858,2023-09-06,1,Yes,0.27,1,1
CUST_001859,2023-05-17,3,Yes,0.24,2,0
CUST_001860,2023-01-28,5,Yes,0.34,1,0
CUST_001861,2023-12-15,2,No,0.55,0,0
CUST_001862,2023-10-16,3,No,0.34,1,0
CUST_001863,2023-10-13,2,No,0.76,0,0
CUST_001864,2023-06-22,0,No,0.64,0,0
CUST_001865,2022-08-22,0,No,0.37,1,1
CUST_001866,2022-10-06,2,Yes,0.49,0,0
CUST_001867,2023-01-05,3,No,0.89,0,0
CUST_001868,2023-05-26,3,No,0.68,0,0
CUST_001869,2023-05-09,1,No,0.48,0,0
CUST_001870,2022-11-22,1,No,0.37,0,0
CUST_001871,2023-12-28,1,No,0.6,0,0
CUST_001872,2023-01-05,1,No,0.67,0,0
CUST_001873,2022-08-09,3,No,0.39,1,0
CUST_001874,2023-12-10,3,Yes,0.51,1,0
CUST_001875,2023-04-10,1,Yes,0.23,0,2
CUST_001876,2023-08-06,0,Yes,0.43,2,0
CUST_001877,2023-01-21,0,Yes,0.39,0,0
CUST_001878,2023-08-30,4,No,0.34,1,0
CUST_001879,2023-01-08,1,No,0.52,1,0
CUST_001880,2022-09-02,2,Yes,0.58,3,0
CUST_001881,2023-09-21,2,No,0.86,1,0
CUST_001882,2023-01-07,1,Yes,0.49,0,0
CUST_001883,2022-07-15,0,No,0.5,1,0
CUST_001884,2023-02-10,0,No,0.26,4,0
CUST_001885,2023-12-08,4,No,0.69,0,0
CUST_001886,2023-04-03,1,No,0.58,0,1
CUST_001887,2023-10-02,0,No,0.32,1,0
CUST_001888,2023-06-25,5,Yes,0.42,1,0
CUST_001889,2023-03-18,1,Yes,0.27,6,0
CUST_001890,2023-05-23,5,No,0.42,2,0
CUST_001891,2022-01-28,0,No,0.54,0,0
CUST_001892,2023-10-15,3,Yes,0.32,1,0
CUST_001893,2023-07-08,1,No,0.55,0,0
CUST_001894,2023-04-13,2,No,0.55,1,0
CUST_001895,2023-08-10,1,Yes,0.61,0,0
CUST_001896,2023-09-15,1,No,0.56,1,0
CUST_001897,2022-12-27,5,No,0.7,0,0
CUST_001898,2023-11-11,0,Yes,0.3,0,0
CUST_001899,2023-11-13,1,No,0.45,3,1
CUST_001900,2023-01-19,3,No,0.45,1,0
CUST_001901,2023-04-19,2,No,0.56,2,0
CUST_001902,2023-09-30,5,No,0.53,2,0
CUST_001903,2023-05-13,4,No,0.37,0,0
CUST_001904,2023-12-03,3,No,0.42,0,0
CUST_001905,2023-06-13,2,Yes,0.5,0,2
CUST_001906,2023-11-14,0,No,0.19,2,1
CUST_001907,2022-05-18,0,Yes,0.55,0,0
CUST_001908,2023-12-22,2,No,0.39,1,0
CUST_001909,2023-05-03,1,No,0.73,0,0
CUST_001910,2022-11-25,1,No,0.36,3,0
CUST_001911,2022-12-14,1,Yes,0.41,1,0
CUST_001912,2023-08-14,0,No,0.08,1,0
CUST_001913,2023-10-13,2,No,0.32,2,1
CUST_001914,2023-04-04,2,No,0.43,0,1
CUST_001915,2023-02-07,1,No,0.56,1,0
CUST_001916,2022-08-06,3,Yes,0.54,0,0
CUST_001917,2023-07-19,2,No,0.72,2,0
CUST_001918,2023-08-27,2,Yes,0.8,1,0
CUST_001919,2022-07-31,5,Yes,0.55,1,0
CUST_001920,2022-08-13,0,No,0.08,1,2
CUST_001921,2023-10-12,2,Yes,0.4,1,0
CUST_001922,2023-12-11,2,No,0.26,3,0
CUST_001923,2023-05-25,3,No,0.16,4,1
CUST_001924,2023-11-13,3,Yes,0.44,0,1
CUST_001925,2023-10-25,2,Yes,0.53,2,0
CUST_001926,2023-07-26,3,No,0.69,0,1
CUST_001927,2023-11-20,2,No,0.28,2,0
CUST_001928,2023-12-28,3,No,0.39,2,0
CUST_001929,2023-03-09,0,No,0.6,2,0
CUST_001930,2023-10-20,2,No,0.33,0,0
CUST_001931,2023-10-13,4,Yes,0.6,0,0
CUST_001932,2023-07-25,2,Yes,0.21,0,0
CUST_001933,2023-03-09,1,Yes,0.51,0,0
CUST_001934,2023-06-13,3,Yes,0.61,0,0
CUST_001935,2023-11-05,2,Yes,0.17,1,0
CUST_001936,2023-03-03,1,No,0.34,1,0
CUST_001937,2022-12-30,3,No,0.03,3,0
CUST_001938,2023-12-21,3,No,0.6,1,0
CUST_001939,2023-04-30,3,No,0.28,1,0
CUST_001940,2023-12-07,0,No,0.74,2,0
CUST_001941,2023-10-05,2,Yes,0.32,0,0
CUST_001942,2023-02-03,2,Yes,0.54,1,0
CUST_001943,2023-07-26,2,Yes,0.74,1,0
CUST_001944,2022-11-15,1,Yes,0.18,5,2
CUST_001945,2023-07-23,5,No,0.26,0,0
CUST_001946,2022-04-27,2,No,0.26,0,0
CUST_001947,2023-06-26,2,Yes,0.65,0,0
CUST_001948,2023-12-05,4,Yes,0.65,1,0
CUST_001949,2023-11-03,1,Yes,0.54,0,0
CUST_001950,2023-11-13,4,No,0.42,1,0
CUST_001951,2023-11-12,0,No,0.39,1,0
CUST_001952,2022-12-31,0,No,0.21,2,1
CUST_001953,2023-07-02,0,No,0.03,2,2
CUST_001954,2023-07-03,3,Yes,0.29,2,0
CUST_001955,2023-05-21,2,No,0.66,3,0
CUST_001956,2023-10-28,2,Yes,0.64,0,0
CUST_001957,2023-10-06,0,No,0.41,1,0
CUST_001958,2023-10-24,2,Yes,0.62,0,0
CUST_001959,2023-06-04,1,No,0.7,0,0
CUST_001960,2023-08-17,0,Yes,0.42,0,0
CUST_001961,2023-09-01,4,Yes,0.72,0,0
CUST_001962,2023-02-08,3,No,0.36,1,0
CUST_001963,2023-06-07,4,Yes,0.26,0,0
CUST_001964,2023-09-03,2,Yes,0.34,1,0
CUST_001965,2023-07-12,0,No,0.31,1,0
CUST_001966,2023-04-28,2,Yes,0.41,0,0
CUST_001967,2023-08-06,2,No,0.17,1,0
CUST_001968,2023-07-15,2,Yes,0.48,1,0
CUST_001969,2023-10-12,1,Yes,0.55,0,1
CUST_001970,2022-07-01,0,No,0.08,2,2
CUST_001971,2023-10-24,1,Yes,0.34,0,0
CUST_001972,2023-10-15,4,Yes,0.54,3,0
CUST_001973,2023-12-11,0,No,0.44,2,1
CUST_001974,2023-02-01,2,No,0.39,1,0
CUST_001975,2022-10-09,2,No,0.18,1,0
CUST_001976,2023-07-25,3,Yes,0.44,0,0
CUST_001977,2023-10-08,0,Yes,0.55,3,1
CUST_001978,2023-06-24,1,Yes,0.52,0,0
CUST_001979,2023-07-23,3,No,0.44,1,0
CUST_001980,2023-08-31,1,No,0.61,0,0
CUST_001981,2023-11-06,3,Yes,0.51,1,0
CUST_001982,2023-06-14,1,No,0.63,0,0
CUST_001983,2023-10-14,3,Yes,0.58,0,0
CUST_001984,2022-07-22,1,Yes,0.27,2,1
CUST_001985,2023-11-28,1,Yes,0.37,0,2
CUST_001986,2023-09-01,4,No,0.44,0,0
CUST_001987,2022-02-28,1,No,0.46,1,0
CUST_001988,2023-12-14,0,No,0.62,0,0
CUST_001989,2023-06-16,1,No,0.12,1,1
CUST_001990,2022-09-18,5,Yes,0.7,1,0
CUST_001991,2022-10-08,2,No,0.34,4,1
CUST_001992,2023-08-09,2,Yes,0.35,0,0
CUST_001993,2023-08-12,1,Yes,0.42,4,2
CUST_001994,2023-03-05,0,Yes,0.43,2,0
CUST_001995,2023-06-27,2,No,0.55,0,0
CUST_001996,2023-11-25,5,No,0.66,3,1
CUST_001997,2023-09-01,1,No,0.34,0,0
CUST_001998,2023-11-30,1,No,0.54,0,0
CUST_001999,2023-11-09,0,No,0.18,1,0
CUST_002000,2023-08-06,1,Yes,0.54,1,0
CUST_002001,2023-10-11,2,No,0.48,1,0
CUST_002002,2023-11-24,3,No,0.24,0,0
CUST_002003,2022-06-16,1,Yes,0.35,2,0
CUST_002004,2023-08-29,2,Yes,0.31,1,0
CUST_002005,2022-07-11,1,No,0.17,4,1
CUST_002006,2023-09-27,2,No,0.8,0,0
CUST_002007,2023-11-27,3,Yes,0.6,1,0
CUST_002008,2023-09-19,0,No,0.21,2,2
CUST_002009,2023-03-27,3,Yes,0.67,2,0
CUST_002010,2023-03-17,3,Yes,0.73,0,0
CUST_002011,2023-12-03,1,No,0.47,1,1
CUST_002012,2023-01-16,2,No,0.54,0,1
CUST_002013,2023-06-22,0,No,0.26,1,0
CUST_002014,2023-09-05,2,No,0.51,0,1
CUST_002015,2023-10-12,1,No,0.59,0,0
CUST_002016,2023-12-18,3,No,0.53,2,0
CUST_002017,2023-04-09,1,No,0.04,1,0
CUST_002018,2022-09-29,3,No,0.76,0,0
CUST_002019,2022-04-19,2,No,0.58,0,0
CUST_002020,2023-03-10,1,Yes,0.37,1,1
CUST_002021,2023-05-23,1,Yes,0.57,2,0
CUST_002022,2023-04-14,0,Yes,0.39,0,0
CUST_002023,2023-07-27,0,No,0.22,3,0
CUST_002024,2023-05-11,0,No,0.09,1,1
CUST_002025,2023-09-29,3,Yes,0.51,0,0
CUST_002026,2023-12-10,2,Yes,0.5,1,0
CUST_002027,2023-12-22,4,Yes,0.2,0,0
CUST_002028,2022-12-06,3,No,0.6,1,0
CUST_002029,2023-01-29,2,No,0.33,1,0
CUST_002030,2023-04-26,1,No,0.5,1,0
CUST_002031,2022-07-16,4,Yes,0.64,3,1
CUST_002032,2022-10-18,0,No,0.33,1,1
CUST_002033,2023-10-24,1,No,0.68,2,0
CUST_002034,2023-01-31,2,Yes,0.61,0,0
CUST_002035,2023-11-12,3,No,0.41,1,0
CUST_002036,2023-11-28,5,Yes,0.74,1,0
CUST_002037,2023-10-11,3,No,0.56,0,0
CUST_002038,2023-12-19,1,No,0.29,0,0
CUST_002039,2023-12-09,3,Yes,0.41,1,1
CUST_002040,2023-05-30,3,No,0.32,1,0
CUST_002041,2023-07-12,2,Yes,0.46,1,0
CUST_002042,2022-12-17,1,No,0.46,0,1
CUST_002043,2023-05-26,0,Yes,0.29,3,0
CUST_002044,2023-11-17,0,No,0.07,1,4
CUST_002045,2022-11-13,1,No,0.24,0,0
CUST_002046,2023-12-06,3,No,0.38,2,0
CUST_002047,2023-09-10,3,No,0.53,1,0
CUST_002048,2023-01-14,5,Yes,0.8,1,0
CUST_002049,2023-08-10,1,No,0.77,1,0
CUST_002050,2023-05-22,1,Yes,0.75,1,0
CUST_002051,2022-10-21,4,Yes,0.61,1,0
CUST_002052,2023-12-04,1,Yes,0.09,1,0
CUST_002053,2022-08-04,1,No,0.18,2,1
CUST_002054,2023-06-22,5,Yes,0.68,0,0
CUST_002055,2023-04-23,0,Yes,0.1,3,1
CUST_002056,2023-12-25,2,Yes,0.59,0,0
CUST_002057,2023-03-06,2,Yes,0.17,4,0
CUST_002058,2023-07-24,0,No,0.25,2,1
CUST_002059,2023-07-27,0,No,0.4,4,1
CUST_002060,2023-09-28,5,Yes,0.54,2,0
CUST_002061,2023-03-24,1,No,0.12,2,2
CUST_002062,2023-01-13,4,Yes,0.59,0,0
CUST_002063,2022-08-12,1,Yes,0.59,2,0
CUST_002064,2023-02-07,2,Yes,0.41,2,0
CUST_002065,2023-10-18,1,No,0.4,1,0
CUST_002066,2023-09-06,4,No,0.7,1,0
CUST_002067,2023-01-18,0,Yes,0.44,0,1
CUST_002068,2023-09-30,4,Yes,0.46,1,0
CUST_002069,2023-06-30,4,Yes,0.39,0,0
CUST_002070,2023-09-06,0,No,0.04,1,0
CUST_002071,2022-06-12,5,No,0.43,0,0
CUST_002072,2022-01-27,1,Yes,0.73,2,0
CUST_002073,2023-11-12,1,No,0.09,5,0
CUST_002074,2022-12-28,1,Yes,0.25,2,0
CUST_002075,2023-11-23,4,No,0.44,2,0
CUST_002076,2023-08-23,1,No,0.51,1,0
CUST_002077,2023-09-24,0,No,0.71,1,1
CUST_002078,2023-07-12,1,No,0.84,0,0
CUST_002079,2022-11-14,1,No,0.39,3,0
CUST_002080,2022-04-22,1,Yes,0.64,1,0
CUST_002081,2023-11-17,1,No,0.58,1,0
CUST_002082,2023-06-03,2,No,0.51,2,0
CUST_002083,2022-11-27,3,Yes,0.64,0,0
CUST_002084,2023-11-22,1,No,0.02,0,1
CUST_002085,2023-04-30,6,No,0.83,0,0
CUST_002086,2023-10-26,1,Yes,0.46,0,0
CUST_002087,2023-12-13,0,No,0.37,1,1
CUST_002088,2023-09-18,3,No,0.6,0,0
CUST_002089,2022-11-13,1,No,0.62,1,0
CUST_002090,2023-08-24,2,No,0.42,2,0
CUST_002091,2023-07-03,1,Yes,0.65,1,0
CUST_002092,2023-02-07,3,No,0.5,1,0
CUST_002093,2023-07-20,2,Yes,0.4,1,1
CUST_002094,2022-02-23,2,Yes,0.33,0,0
CUST_002095,2023-09-11,2,No,0.34,1,0
CUST_002096,2023-01-02,1,No,0.1,5,1
CUST_002097,2023-11-06,4,No,0.26,0,0
CUST_002098,2023-07-21,3,Yes,0.32,2,0
CUST_002099,2023-04-14,2,Yes,0.7,0,0
CUST_002100,2023-11-13,1,No,0.27,2,0
CUST_002101,2023-07-12,0,No,0.2,1,0
CUST_002102,2023-07-14,1,No,0.31,0,1
CUST_002103,2023-09-26,0,No,0.57,2,0
CUST_002104,2023-08-17,2,No,0.5,1,0
CUST_002105,2022-08-18,0,No,0.68,1,0
CUST_002106,2023-09-26,3,No,0.51,0,0
CUST_002107,2023-12-24,1,Yes,0.49,1,0
CUST_002108,2022-08-27,1,Yes,0.29,0,0
CUST_002109,2023-03-01,2,Yes,0.63,3,0
CUST_002110,2023-10-22,2,Yes,0.35,5,0
CUST_002111,2023-06-14,0,No,0.26,4,0
CUST_002112,2023-12-17,6,No,0.42,1,0
CUST_002113,2023-05-06,2,No,0.63,1,0
CUST_002114,2023-12-26,1,No,0.28,2,1
CUST_002115,2022-10-27,3,No,0.69,1,1
CUST_002116,2023-09-09,2,No,0.57,0,0
CUST_002117,2023-07-16,0,Yes,0.18,3,2
CUST_002118,2023-11-27,4,No,0.93,0,0
CUST_002119,2023-10-31,2,No,0.45,0,0
CUST_002120,2023-02-06,0,Yes,0.28,2,0
CUST_002121,2023-11-19,0,No,0.47,0,1
CUST_002122,2023-12-26,2,No,0.73,1,1
CUST_002123,2023-10-12,1,Yes,0.48,0,0
CUST_002124,2022-07-05,0,No,0.07,1,1
CUST_002125,2023-04-21,0,Yes,0.6,1,0
CUST_002126,2023-07-31,5,No,0.29,0,0
CUST_002127,2022-11-18,0,No,0.52,2,0
CUST_002128,2023-09-06,2,Yes,0.59,2,1
CUST_002129,2023-08-07,2,No,0.52,1,0
CUST_002130,2023-02-24,2,Yes,0.37,1,0
CUST_002131,2023-07-24,5,No,0.24,0,0
CUST_002132,2023-10-23,2,No,0.25,1,0
CUST_002133,2023-02-21,0,No,0.06,2,1
CUST_002134,2023-09-23,2,No,0.52,1,0
CUST_002135,2022-06-20,2,No,0.68,0,1
CUST_002136,2023-01-02,1,Yes,0.69,1,0
CUST_002137,2023-12-21,4,Yes,0.27,1,0
CUST_002138,2022-11-23,1,Yes,0.28,0,0
CUST_002139,2023-06-10,6,No,0.41,0,0
CUST_002140,2023-06-01,3,Yes,0.49,2,0
CUST_002141,2023-11-20,1,Yes,0.29,1,0
CUST_002142,2023-08-11,4,Yes,0.33,1,0
CUST_002143,2022-12-16,0,No,0.68,1,0
CUST_002144,2022-11-10,7,No,0.32,1,0
CUST_002145,2023-02-11,2,No,0.45,0,0
CUST_002146,2023-06-28,0,No,0.37,2,3
CUST_002147,2023-06-18,0,No,0.44,0,0
CUST_002148,2023-12-21,0,Yes,0.34,2,0
CUST_002149,2023-06-16,0,No,0.29,4,3
CUST_002150,2023-05-24,2,No,0.31,3,0
CUST_002151,2023-05-22,1,No,0.41,3,0
CUST_002152,2023-09-26,2,Yes,0.69,0,0
CUST_002153,2022-10-06,1,No,0.21,4,1
CUST_002154,2023-07-31,3,Yes,0.47,0,0
CUST_002155,2023-03-30,2,No,0.53,2,0
CUST_002156,2023-11-13,3,Yes,0.4,0,0
CUST_002157,2023-01-21,3,No,0.67,0,0
CUST_002158,2023-10-14,2,No,0.29,3,0
CUST_002159,2023-09-11,2,Yes,0.72,2,0
CUST_002160,2022-11-23,2,No,0.28,2,0
CUST_002161,2023-03-28,1,Yes,0.51,1,0
CUST_002162,2022-11-02,3,Yes,0.5,3,0
CUST_002163,2023-04-28,0,Yes,0.47,0,0
CUST_002164,2023-10-14,3,Yes,0.69,1,0
CUST_002165,2023-03-20,1,No,0.42,1,0
CUST_002166,2023-05-23,3,Yes,0.46,2,0
CUST_002167,2023-07-04,3,Yes,0.49,1,0
CUST_002168,2023-03-25,2,No,0.71,1,0
CUST_002169,2023-10-28,4,No,0.43,0,0
CUST_002170,2023-06-23,1,Yes,0.59,2,0
CUST_002171,2023-05-15,2,No,0.28,0,0
CUST_002172,2023-06-30,3,Yes,0.56,1,0
CUST_002173,2023-12-17,2,No,0.28,0,0
CUST_002174,2023-01-23,0,Yes,0.39,3,0
CUST_002175,2022-11-12,2,No,0.42,1,0
CUST_002176,2023-12-15,1,No,0.11,2,0
CUST_002177,2023-03-16,3,Yes,0.62,0,0
CUST_002178,2023-04-05,2,No,0.43,0,0
CUST_002179,2023-06-13,1,No,0.48,0,0
CUST_002180,2023-10-24,1,No,0.52,1,0
CUST_002181,2023-08-29,2,Yes,0.52,0,0
CUST_002182,2023-10-07,2,No,0.51,1,2
CUST_002183,2022-11-22,1,No,0.5,0,0
CUST_002184,2023-12-15,1,Yes,0.17,0,0
CUST_002185,2023-05-27,0,Yes,0.17,2,0
CUST_002186,2023-09-08,2,No,0.45,2,0
CUST_002187,2023-06-11,2,No,0.33,0,0
CUST_002188,2023-03-10,4,No,0.43,1,0
CUST_002189,2023-11-14,2,Yes,0.66,0,0
CUST_002190,2022-12-14,2,No,0.35,1,0
CUST_002191,2023-06-06,2,No,0.39,0,0
CUST_002192,2023-04-12,0,No,0.2,1,0
CUST_002193,2022-12-10,2,Yes,0.42,1,0
CUST_002194,2022-06-29,0,No,0.14,3,0
CUST_002195,2022-11-02,6,Yes,0.37,0,0
CUST_002196,2023-04-20,0,No,0.35,0,0
CUST_002197,2023-09-27,3,No,0.6,0,0
CUST_002198,2022-06-05,1,Yes,0.16,1,0
CUST_002199,2023-12-15,3,No,0.58,1,0
CUST_002200,2023-08-24,3,Yes,0.61,2,0
CUST_002201,2023-04-22,2,Yes,0.58,1,0
CUST_002202,2023-05-16,1,No,0.04,2,1
CUST_002203,2023-11-21,0,Yes,0.07,0,0
CUST_002204,2023-03-07,0,Yes,0.65,0,0
CUST_002205,2023-10-13,1,Yes,0.38,1,0
CUST_002206,2023-09-24,3,No,0.68,1,0
CUST_002207,2023-02-16,2,No,0.4,1,0
CUST_002208,2023-10-14,0,No,0.3,5,2
CUST_002209,2023-08-22,2,No,0.68,0,0
CUST_002210,2022-11-16,2,No,0.65,1,2
CUST_002211,2023-03-30,1,No,0.13,1,2
CUST_002212,2023-03-25,3,Yes,0.39,1,0
CUST_002213,2023-06-05,0,No,0.08,2,0
CUST_002214,2023-08-08,2,No,0.14,4,1
CUST_002215,2023-08-22,3,Yes,0.43,1,0
CUST_002216,2023-05-08,0,No,0.17,2,0
CUST_002217,2022-10-04,3,Yes,0.3,1,0
CUST_002218,2023-09-13,1,Yes,0.56,0,0
CUST_002219,2023-11-04,2,No,0.63,3,0
CUST_002220,2023-12-26,0,No,0.65,1,0
CUST_002221,2023-08-07,3,Yes,0.67,2,0
