customer_id,policy_type,policy_start_date,policy_amount,premium_amount,premium_frequency,payment_method,riders
CUST_002449,Whole,2022-04-06,300000,55.0,Monthly,Manual,0
CUST_002450,Whole,2022-12-13,150000,28.0,Annual,AutoPay,0
CUST_002451,Universal,2023-09-01,50000,9.0,Monthly,AutoPay,1
CUST_002452,Whole,2023-09-21,250000,45.83,Monthly,Manual,1
CUST_002453,Term,2023-05-10,700000,149.33,Monthly,AutoPay,0
CUST_002454,Term,2022-02-01,1700000,317.33,Monthly,AutoPay,1
CUST_002455,Whole,2023-03-18,700000,170.33,Quarterly,Manual,0
CUST_002456,Universal,2022-06-18,100000,27.33,Monthly,AutoPay,0
CUST_002457,Term,2023-09-14,350000,67.67,Monthly,Manual,0
CUST_002458,Term,2023-03-21,200000,44.67,Quarterly,AutoPay,0
CUST_002459,Whole,2022-06-10,200000,46.67,Annual,AutoPay,0
CUST_002460,Term,2022-02-24,250000,58.33,Monthly,AutoPay,0
CUST_002461,Whole,2022-04-14,300000,65.0,Monthly,AutoPay,0
CUST_002462,Whole,2022-12-06,250000,60.83,Monthly,AutoPay,0
CUST_002463,Whole,2022-07-30,1900000,443.33,Quarterly,AutoPay,0
CUST_002464,Term,2022-07-14,350000,58.33,Monthly,AutoPay,0
CUST_002465,Universal,2023-02-24,250000,62.5,Monthly,AutoPay,0
CUST_002466,Term,2023-07-22,400000,100.0,Monthly,Manual,0
CUST_002467,Universal,2023-07-08,150000,27.5,Monthly,AutoPay,1
CUST_002468,Term,2022-09-29,100000,21.67,Monthly,AutoPay,0
CUST_002469,Term,2022-10-16,150000,36.5,Annual,Manual,0
CUST_002470,Term,2022-11-01,750000,155.0,Monthly,AutoPay,1
CUST_002471,Whole,2022-09-01,250000,64.17,Monthly,AutoPay,0
CUST_002472,Term,2022-04-09,250000,77.5,Monthly,Manual,0
CUST_002473,Term,2022-02-20,100000,18.33,Monthly,AutoPay,0
CUST_002474,Whole,2023-02-07,150000,24.0,Monthly,Manual,0
CUST_002475,Term,2023-08-09,200000,45.33,Monthly,Manual,0
CUST_002476,Whole,2023-07-17,850000,206.83,Monthly,Manual,1
CUST_002477,Term,2023-05-18,500000,103.33,Quarterly,Manual,0
CUST_002478,Whole,2022-06-07,750000,205.0,Monthly,Manual,0
CUST_002479,Whole,2022-02-25,350000,56.0,Monthly,AutoPay,0
CUST_002480,Term,2023-01-05,550000,133.83,Monthly,AutoPay,0
CUST_002481,Term,2022-01-04,200000,38.0,Monthly,Manual,1
CUST_002482,Term,2023-03-14,250000,70.83,Annual,Manual,0
CUST_002483,Whole,2022-03-31,150000,44.0,Monthly,Manual,0
CUST_002484,Term,2022-10-29,550000,100.83,Monthly,AutoPay,0
CUST_002485,Term,2023-10-03,250000,48.33,Monthly,Manual,0
CUST_002486,Term,2023-09-07,250000,62.5,Monthly,Manual,0
CUST_002487,Term,2023-05-07,650000,130.0,Monthly,AutoPay,0
CUST_002488,Term,2022-07-24,500000,106.67,Monthly,Manual,1
CUST_002489,Whole,2022-04-10,50000,10.83,Monthly,AutoPay,1
CUST_002490,Universal,2022-01-27,100000,15.0,Monthly,AutoPay,1
CUST_002491,Universal,2022-07-31,150000,32.0,Monthly,AutoPay,0
CUST_002492,Whole,2022-06-24,750000,140.0,Quarterly,AutoPay,0
CUST_002493,Term,2022-10-26,400000,78.67,Monthly,Manual,0
CUST_002494,Term,2022-03-25,100000,27.33,Quarterly,AutoPay,0
CUST_002495,Term,2023-04-30,200000,32.67,Quarterly,Manual,2
CUST_002496,Term,2022-04-29,450000,111.0,Annual,Manual,0
CUST_002497,Whole,2022-11-12,200000,40.67,Monthly,AutoPay,0
CUST_002498,Whole,2023-02-12,950000,193.17,Monthly,AutoPay,1
CUST_002499,Term,2023-04-28,200000,49.33,Monthly,AutoPay,0
CUST_002500,Term,2023-05-16,1050000,241.5,Monthly,AutoPay,0
CUST_002501,Term,2022-09-29,250000,59.17,Annual,Manual,0
CUST_002502,Term,2022-04-04,250000,63.33,Monthly,AutoPay,1
CUST_002503,Whole,2023-07-12,250000,50.83,Monthly,Manual,0
CUST_002504,Whole,2023-02-01,650000,123.5,Monthly,AutoPay,0
CUST_002505,Universal,2022-07-09,150000,25.5,Monthly,AutoPay,0
CUST_002506,Term,2023-01-15,550000,100.83,Annual,AutoPay,0
CUST_002507,Whole,2023-01-26,200000,63.33,Quarterly,Manual,1
CUST_002508,Term,2023-01-14,1450000,381.83,Monthly,AutoPay,1
CUST_002509,Term,2022-07-11,150000,24.0,Monthly,AutoPay,1
CUST_002510,Whole,2023-04-02,150000,24.5,Monthly,AutoPay,1
CUST_002511,Whole,2022-02-15,100000,23.33,Monthly,AutoPay,3
CUST_002512,Whole,2022-09-27,200000,47.33,Monthly,AutoPay,3
CUST_002513,Term,2023-03-27,250000,59.17,Quarterly,AutoPay,1
CUST_002514,Whole,2023-04-22,100000,20.33,Annual,Manual,0
CUST_002515,Term,2022-09-27,750000,157.5,Monthly,Manual,0
CUST_002516,Term,2022-08-20,150000,34.0,Monthly,AutoPay,0
CUST_002517,Whole,2022-10-03,250000,55.0,Monthly,Manual,1
CUST_002518,Term,2023-08-01,250000,37.5,Monthly,AutoPay,1
CUST_002519,Universal,2022-03-05,300000,62.0,Quarterly,AutoPay,0
CUST_002520,Term,2022-06-04,100000,18.0,Monthly,AutoPay,0
CUST_002521,Term,2022-04-10,600000,134.0,Monthly,AutoPay,1
CUST_002522,Term,2022-03-29,250000,79.17,Quarterly,AutoPay,2
CUST_002523,Whole,2022-12-19,750000,172.5,Quarterly,Manual,0
CUST_002524,Term,2023-07-09,100000,20.33,Quarterly,AutoPay,1
CUST_002525,Universal,2023-02-28,150000,38.0,Quarterly,AutoPay,0
CUST_002526,Term,2023-08-27,1400000,326.67,Quarterly,AutoPay,1
CUST_002527,Term,2022-08-21,200000,46.67,Monthly,AutoPay,0
CUST_002528,Term,2023-07-21,100000,24.0,Monthly,Manual,1
CUST_002529,Whole,2022-03-04,100000,29.67,Monthly,AutoPay,1
CUST_002530,Term,2023-02-01,600000,102.0,Monthly,Manual,1
CUST_002531,Term,2023-06-20,200000,46.67,Monthly,Manual,0
CUST_002532,Term,2023-03-05,1350000,238.5,Monthly,Manual,0
CUST_002533,Whole,2023-07-03,250000,59.17,Monthly,AutoPay,1
CUST_002534,Term,2023-05-02,200000,35.33,Quarterly,AutoPay,0
CUST_002535,Term,2023-08-10,100000,19.67,Quarterly,AutoPay,1
CUST_002536,Term,2022-08-30,100000,20.33,Monthly,AutoPay,1
CUST_002537,Term,2023-05-03,150000,38.0,Monthly,AutoPay,2
CUST_002538,Term,2022-11-03,600000,152.0,Monthly,AutoPay,0
CUST_002539,Whole,2022-03-22,400000,66.67,Monthly,AutoPay,0
CUST_002540,Term,2023-02-09,200000,43.33,Quarterly,AutoPay,0
CUST_002541,Universal,2022-02-05,300000,56.0,Monthly,AutoPay,1
CUST_002542,Term,2023-05-30,400000,65.33,Monthly,AutoPay,1
CUST_002543,Universal,2023-08-08,300000,62.0,Quarterly,AutoPay,1
CUST_002544,Whole,2023-06-14,200000,40.67,Monthly,AutoPay,0
CUST_002545,Whole,2023-08-09,150000,47.0,Monthly,AutoPay,0
CUST_002546,Term,2023-09-28,150000,35.0,Monthly,AutoPay,0
CUST_002547,Term,2022-05-31,400000,64.0,Monthly,AutoPay,0
CUST_002548,Universal,2022-05-04,300000,58.0,Quarterly,AutoPay,1
CUST_002549,Whole,2023-04-05,600000,154.0,Monthly,Manual,0
CUST_002550,Whole,2022-06-27,500000,150.0,Quarterly,Manual,0
CUST_002551,Whole,2022-06-21,200000,30.0,Monthly,Manual,1
CUST_002552,Term,2022-08-05,150000,22.5,Monthly,AutoPay,1
CUST_002553,Whole,2022-07-17,450000,130.5,Monthly,AutoPay,2
CUST_002554,Term,2022-05-10,100000,23.0,Monthly,Manual,1
CUST_002555,Whole,2022-02-13,450000,81.0,Monthly,AutoPay,1
CUST_002556,Universal,2023-03-10,150000,35.5,Monthly,Manual,1
CUST_002557,Whole,2022-03-22,500000,75.0,Monthly,AutoPay,0
CUST_002558,Term,2023-03-22,550000,119.17,Monthly,AutoPay,0
CUST_002559,Whole,2022-07-26,200000,45.33,Quarterly,AutoPay,0
CUST_002560,Whole,2022-06-01,150000,38.0,Quarterly,Manual,0
CUST_002561,Term,2023-09-02,200000,34.67,Monthly,AutoPay,0
CUST_002562,Term,2022-09-22,150000,33.0,Monthly,AutoPay,0
CUST_002563,Term,2022-11-24,650000,114.83,Monthly,Manual,0
CUST_002564,Whole,2022-03-10,150000,34.0,Monthly,Manual,1
CUST_002565,Term,2022-03-31,100000,18.0,Quarterly,AutoPay,0
CUST_002566,Whole,2023-02-02,450000,90.0,Monthly,Manual,2
CUST_002567,Whole,2023-07-24,100000,17.67,Monthly,Manual,0
CUST_002568,Term,2023-02-11,450000,108.0,Quarterly,AutoPay,0
CUST_002569,Whole,2023-07-20,250000,62.5,Monthly,AutoPay,2
CUST_002570,Term,2022-11-30,150000,31.0,Monthly,Manual,0
CUST_002571,Whole,2022-10-10,250000,54.17,Monthly,Manual,0
CUST_002572,Term,2023-06-17,300000,47.0,Monthly,AutoPay,1
CUST_002573,Term,2023-04-15,600000,122.0,Monthly,AutoPay,2
CUST_002574,Term,2022-01-13,150000,32.0,Monthly,Manual,1
CUST_002575,Whole,2023-10-01,150000,47.5,Monthly,Manual,0
CUST_002576,Term,2023-08-25,100000,17.0,Monthly,Manual,0
CUST_002577,Whole,2023-06-20,250000,68.33,Quarterly,Manual,0
CUST_002578,Term,2023-03-06,650000,164.67,Monthly,Manual,0
CUST_002579,Term,2022-04-26,200000,45.33,Monthly,AutoPay,0
CUST_002580,Whole,2023-03-01,250000,71.67,Quarterly,Manual,0
CUST_002581,Term,2022-06-03,250000,57.5,Quarterly,AutoPay,0
CUST_002582,Universal,2022-06-01,250000,57.5,Monthly,AutoPay,0
CUST_002583,Term,2023-08-04,200000,42.67,Monthly,AutoPay,0
CUST_002584,Term,2023-08-26,300000,79.0,Monthly,Manual,0
CUST_002585,Whole,2023-08-20,450000,117.0,Monthly,AutoPay,0
CUST_002586,Term,2022-04-13,150000,28.5,Monthly,AutoPay,1
CUST_002587,Term,2022-04-19,150000,24.5,Quarterly,AutoPay,1
CUST_002588,Whole,2023-07-31,450000,93.0,Monthly,AutoPay,2
CUST_002589,Term,2022-04-14,150000,27.5,Monthly,AutoPay,1
CUST_002590,Whole,2022-10-20,100000,21.33,Monthly,AutoPay,2
CUST_002591,Term,2023-07-03,250000,65.83,Monthly,Manual,0
CUST_002592,Term,2022-12-19,500000,98.33,Quarterly,AutoPay,0
CUST_002593,Term,2023-02-25,150000,32.0,Monthly,AutoPay,2
CUST_002594,Whole,2022-09-28,200000,43.33,Monthly,Manual,1
CUST_002595,Term,2023-01-28,250000,62.5,Monthly,Manual,1
CUST_002596,Term,2023-05-13,200000,30.0,Monthly,AutoPay,1
CUST_002597,Whole,2023-08-09,100000,19.0,Monthly,Manual,0
CUST_002598,Whole,2023-09-16,300000,67.0,Monthly,AutoPay,0
CUST_002599,Whole,2023-04-30,250000,65.83,Monthly,Manual,0
CUST_002600,Whole,2022-02-08,150000,29.5,Quarterly,AutoPay,0
CUST_002601,Whole,2022-06-26,50000,7.5,Monthly,Manual,0
CUST_002602,Universal,2022-10-10,550000,132.0,Monthly,AutoPay,0
CUST_002603,Whole,2023-02-17,350000,66.5,Monthly,AutoPay,0
CUST_002604,Whole,2022-05-28,750000,125.0,Quarterly,Manual,0
CUST_002605,Term,2023-09-26,1450000,275.5,Annual,AutoPay,0
CUST_002606,Whole,2023-09-16,650000,134.33,Monthly,Manual,0
CUST_002607,Term,2023-02-16,400000,76.0,Monthly,Manual,0
CUST_002608,Whole,2022-02-09,400000,60.0,Monthly,AutoPay,0
CUST_002609,Universal,2023-02-10,150000,37.5,Annual,AutoPay,0
CUST_002610,Term,2022-12-06,1500000,400.0,Annual,Manual,1
CUST_002611,Whole,2022-09-01,300000,72.0,Monthly,AutoPay,1
CUST_002612,Whole,2022-02-20,200000,34.0,Monthly,AutoPay,1
CUST_002613,Whole,2023-05-02,100000,20.67,Monthly,AutoPay,0
CUST_002614,Whole,2022-10-03,250000,53.33,Monthly,AutoPay,0
CUST_002615,Whole,2023-01-17,250000,60.0,Monthly,AutoPay,1
CUST_002616,Whole,2022-01-21,50000,12.17,Quarterly,Manual,0
CUST_002617,Whole,2022-12-12,300000,56.0,Quarterly,AutoPay,0
CUST_002618,Universal,2022-11-07,600000,130.0,Annual,AutoPay,0
CUST_002619,Term,2022-11-15,150000,35.0,Quarterly,AutoPay,0
CUST_002620,Whole,2022-10-15,700000,191.33,Monthly,AutoPay,1
CUST_002621,Whole,2023-05-19,350000,85.17,Monthly,AutoPay,0
CUST_002622,Term,2022-04-11,750000,185.0,Monthly,AutoPay,1
CUST_002623,Whole,2022-08-22,150000,33.0,Monthly,AutoPay,1
CUST_002624,Term,2022-05-18,300000,81.0,Monthly,Manual,0
CUST_002625,Universal,2022-11-04,200000,46.0,Monthly,Manual,0
CUST_002626,Whole,2023-03-30,100000,18.0,Annual,AutoPay,1
CUST_002627,Term,2022-11-25,250000,67.5,Annual,Manual,0
CUST_002628,Term,2022-10-03,100000,24.33,Monthly,Manual,1
CUST_002629,Term,2023-03-03,150000,29.5,Monthly,AutoPay,0
CUST_002630,Whole,2023-09-12,150000,29.5,Monthly,Manual,0
CUST_002631,Whole,2022-04-02,100000,22.67,Monthly,AutoPay,0
CUST_002632,Whole,2022-07-12,300000,70.0,Monthly,Manual,2
CUST_002633,Term,2023-03-29,450000,100.5,Monthly,AutoPay,1
CUST_002634,Term,2022-08-05,350000,79.33,Annual,Manual,0
CUST_002635,Term,2023-02-21,150000,42.5,Annual,AutoPay,1
CUST_002636,Universal,2023-05-12,200000,51.33,Annual,AutoPay,0
CUST_002637,Term,2023-06-13,150000,33.5,Monthly,AutoPay,1
CUST_002638,Term,2023-01-18,100000,25.33,Monthly,Manual,0
CUST_002639,Whole,2022-02-27,100000,17.33,Monthly,AutoPay,0
CUST_002640,Term,2023-06-12,250000,57.5,Monthly,AutoPay,0
CUST_002641,Term,2022-06-12,150000,43.0,Monthly,AutoPay,0
CUST_002642,Term,2022-03-09,250000,51.67,Quarterly,AutoPay,0
CUST_002643,Term,2022-11-15,150000,27.0,Monthly,AutoPay,0
CUST_002644,Whole,2023-06-03,500000,95.0,Annual,Manual,0
CUST_002645,Whole,2023-02-18,350000,59.5,Annual,Manual,0
CUST_002646,Whole,2022-05-19,150000,27.5,Monthly,AutoPay,2
CUST_002647,Term,2023-06-21,300000,60.0,Quarterly,AutoPay,1
CUST_002648,Term,2023-08-06,1500000,240.0,Monthly,AutoPay,0
CUST_002649,Whole,2022-01-30,700000,151.67,Quarterly,AutoPay,1
CUST_002650,Term,2022-06-27,150000,37.5,Quarterly,AutoPay,0
CUST_002651,Term,2022-07-17,250000,45.0,Monthly,AutoPay,2
CUST_002652,Term,2022-07-25,50000,13.83,Quarterly,Manual,0
CUST_002653,Whole,2022-03-01,600000,142.0,Monthly,AutoPay,1
CUST_002654,Term,2022-09-13,250000,64.17,Monthly,AutoPay,1
CUST_002655,Term,2022-02-03,150000,28.5,Annual,Manual,0
CUST_002656,Universal,2023-04-13,450000,112.5,Monthly,AutoPay,1
CUST_002657,Term,2022-02-21,550000,93.5,Monthly,AutoPay,0
CUST_002658,Term,2023-01-05,300000,75.0,Quarterly,Manual,2
CUST_002659,Term,2022-07-23,100000,22.33,Monthly,AutoPay,0
CUST_002660,Term,2022-10-08,550000,130.17,Monthly,AutoPay,1
CUST_002661,Whole,2023-01-13,150000,25.0,Monthly,AutoPay,0
CUST_002662,Term,2023-04-21,450000,81.0,Monthly,Manual,0
CUST_002663,Term,2023-06-02,100000,24.0,Monthly,Manual,0
CUST_002664,Term,2023-02-11,1700000,300.33,Monthly,AutoPay,0
CUST_002665,Term,2022-05-07,300000,70.0,Annual,AutoPay,0
CUST_002666,Whole,2022-02-01,200000,32.0,Monthly,AutoPay,0
CUST_002667,Term,2022-09-05,200000,50.0,Monthly,AutoPay,1
CUST_002668,Term,2023-01-17,500000,83.33,Monthly,Manual,3
CUST_002669,Term,2023-05-16,200000,47.33,Monthly,AutoPay,1
CUST_002670,Whole,2023-09-01,100000,24.0,Monthly,AutoPay,0
CUST_002671,Term,2023-04-02,100000,18.67,Monthly,AutoPay,1
CUST_002672,Term,2022-07-01,400000,94.67,Monthly,AutoPay,1
CUST_002673,Term,2023-05-01,50000,11.33,Quarterly,Manual,0
CUST_002674,Term,2023-08-24,100000,19.33,Monthly,Manual,0
CUST_002675,Term,2023-07-19,100000,17.33,Quarterly,AutoPay,0
CUST_002676,Term,2022-12-25,100000,15.0,Monthly,AutoPay,0
CUST_002677,Whole,2022-12-19,50000,11.5,Monthly,Manual,0
CUST_002678,Whole,2022-06-17,200000,30.67,Annual,AutoPay,0
CUST_002679,Term,2022-09-22,400000,88.0,Monthly,AutoPay,1
CUST_002680,Whole,2022-04-03,650000,132.17,Annual,AutoPay,0
CUST_002681,Whole,2022-10-19,300000,73.0,Monthly,AutoPay,1
CUST_002682,Whole,2022-01-29,100000,20.33,Quarterly,Manual,0
CUST_002683,Term,2023-01-31,300000,61.0,Monthly,AutoPay,0
CUST_002684,Term,2022-02-20,150000,36.5,Monthly,AutoPay,0
CUST_002685,Term,2022-06-16,550000,126.5,Monthly,AutoPay,0
CUST_002686,Whole,2023-08-09,200000,45.33,Monthly,AutoPay,0
CUST_002687,Term,2022-08-08,200000,46.67,Monthly,Manual,1
CUST_002688,Whole,2022-08-15,550000,84.33,Monthly,AutoPay,2
CUST_002689,Term,2022-08-19,150000,37.0,Quarterly,Manual,1
CUST_002690,Term,2022-07-31,1850000,444.0,Quarterly,AutoPay,0
CUST_002691,Whole,2022-10-03,250000,43.33,Monthly,Manual,0
CUST_002692,Whole,2023-02-24,350000,72.33,Quarterly,AutoPay,1
CUST_002693,Term,2023-06-10,550000,117.33,Monthly,AutoPay,1
CUST_002694,Term,2022-01-21,150000,31.5,Monthly,AutoPay,1
CUST_002695,Term,2022-01-10,150000,34.5,Annual,Manual,0
CUST_002696,Term,2023-05-01,600000,164.0,Monthly,AutoPay,0
CUST_002697,Whole,2022-05-16,150000,38.5,Annual,AutoPay,1
CUST_002698,Whole,2022-06-27,350000,57.17,Quarterly,Manual,0
CUST_002699,Term,2023-09-08,400000,96.0,Quarterly,AutoPay,1
CUST_002700,Term,2022-01-09,150000,40.0,Quarterly,AutoPay,0
CUST_002701,Term,2022-08-18,200000,46.0,Monthly,AutoPay,0
CUST_002702,Term,2022-09-16,700000,182.0,Quarterly,AutoPay,1
CUST_002703,Whole,2023-09-15,150000,44.5,Monthly,Manual,1
CUST_002704,Universal,2022-11-09,200000,51.33,Monthly,AutoPay,0
CUST_002705,Term,2022-10-09,250000,55.83,Quarterly,AutoPay,0
CUST_002706,Whole,2023-03-10,350000,89.83,Monthly,AutoPay,0
CUST_002707,Term,2023-01-21,1350000,297.0,Quarterly,AutoPay,0
CUST_002708,Term,2022-12-24,250000,54.17,Monthly,AutoPay,0
CUST_002709,Term,2023-04-16,1000000,200.0,Monthly,AutoPay,0
CUST_002710,Term,2022-09-16,150000,41.5,Annual,Manual,2
CUST_002711,Term,2022-08-12,400000,73.33,Monthly,AutoPay,0
CUST_002712,Universal,2023-04-23,150000,41.5,Monthly,Manual,0
CUST_002713,Term,2022-11-06,150000,35.0,Monthly,Manual,0
CUST_002714,Term,2023-06-18,300000,48.0,Monthly,AutoPay,1
CUST_002715,Term,2023-10-01,200000,46.0,Monthly,AutoPay,1
CUST_002716,Universal,2023-02-11,50000,7.5,Quarterly,AutoPay,2
CUST_002717,Whole,2023-08-22,300000,72.0,Quarterly,AutoPay,0
CUST_002718,Term,2022-04-15,250000,62.5,Monthly,AutoPay,0
CUST_002719,Whole,2022-01-08,300000,57.0,Quarterly,AutoPay,2
CUST_002720,Whole,2023-06-08,1800000,396.0,Quarterly,AutoPay,1
CUST_002721,Term,2023-01-19,450000,132.0,Monthly,AutoPay,0
CUST_002722,Term,2023-07-29,250000,48.33,Monthly,AutoPay,0
CUST_002723,Whole,2023-09-01,1250000,216.67,Monthly,Manual,0
CUST_002724,Term,2023-09-16,100000,27.33,Monthly,Manual,0
CUST_002725,Term,2022-10-17,450000,132.0,Monthly,AutoPay,2
CUST_002726,Whole,2022-11-02,200000,43.33,Monthly,AutoPay,0
CUST_002727,Whole,2022-04-21,250000,64.17,Monthly,AutoPay,0
CUST_002728,Term,2023-05-09,100000,27.0,Quarterly,Manual,1
CUST_002729,Term,2022-03-07,450000,84.0,Monthly,AutoPay,0
CUST_002730,Term,2022-12-11,250000,49.17,Annual,AutoPay,0
CUST_002731,Term,2022-10-11,100000,26.33,Annual,AutoPay,0
CUST_002732,Term,2022-11-29,200000,56.67,Monthly,AutoPay,1
CUST_002733,Whole,2022-10-11,500000,118.33,Monthly,AutoPay,1
CUST_002734,Term,2022-09-25,600000,108.0,Annual,AutoPay,0
CUST_002735,Universal,2022-11-02,600000,176.0,Quarterly,AutoPay,0
CUST_002736,Term,2022-07-12,150000,29.0,Monthly,Manual,0
CUST_002737,Term,2022-06-03,150000,30.0,Monthly,AutoPay,0
CUST_002738,Term,2023-06-14,400000,92.0,Monthly,Manual,1
CUST_002739,Term,2022-09-04,100000,27.67,Monthly,AutoPay,3
CUST_002740,Universal,2022-02-28,150000,37.5,Monthly,Manual,1
CUST_002741,Term,2023-09-07,250000,57.5,Monthly,Manual,0
CUST_002742,Whole,2023-02-18,150000,35.0,Monthly,AutoPay,0
CUST_002743,Whole,2022-11-24,250000,54.17,Annual,AutoPay,1
CUST_002744,Term,2022-05-24,250000,59.17,Monthly,AutoPay,0
CUST_002745,Term,2022-01-27,1950000,292.5,Quarterly,AutoPay,0
CUST_002746,Term,2023-05-25,150000,30.5,Monthly,AutoPay,0
CUST_002747,Whole,2022-10-30,250000,55.83,Quarterly,AutoPay,0
CUST_002748,Term,2022-09-23,250000,42.5,Monthly,AutoPay,0
CUST_002749,Term,2023-03-05,250000,57.5,Annual,AutoPay,0
CUST_002750,Term,2023-02-19,100000,20.67,Monthly,AutoPay,0
CUST_002751,Whole,2023-02-02,100000,28.67,Monthly,AutoPay,0
CUST_002752,Term,2022-02-06,150000,41.5,Annual,AutoPay,0
CUST_002753,Term,2023-08-21,350000,68.83,Monthly,AutoPay,0
CUST_002754,Term,2023-08-09,300000,63.0,Annual,AutoPay,0
CUST_002755,Term,2022-07-14,700000,149.33,Monthly,AutoPay,0
CUST_002756,Term,2022-12-18,200000,39.33,Monthly,AutoPay,3
CUST_002757,Universal,2022-08-16,200000,44.67,Monthly,AutoPay,0
CUST_002758,Whole,2023-07-02,300000,55.0,Annual,Manual,0
CUST_002759,Universal,2023-05-03,400000,68.0,Monthly,AutoPay,1
CUST_002760,Universal,2023-01-03,150000,36.0,Monthly,AutoPay,2
CUST_002761,Universal,2023-06-04,200000,48.0,Annual,AutoPay,0
CUST_002762,Term,2022-11-04,250000,45.83,Monthly,AutoPay,0
CUST_002763,Whole,2022-06-24,500000,125.0,Monthly,AutoPay,1
CUST_002764,Term,2023-07-26,500000,95.0,Annual,Manual,0
CUST_002765,Term,2022-07-05,650000,147.33,Monthly,AutoPay,0
CUST_002766,Whole,2022-10-28,150000,37.0,Monthly,AutoPay,0
CUST_002767,Term,2022-04-10,400000,85.33,Monthly,Manual,1
CUST_002768,Whole,2023-04-28,650000,151.67,Monthly,AutoPay,1
CUST_002769,Term,2022-05-12,150000,29.0,Monthly,Manual,0
CUST_002770,Whole,2022-09-22,100000,20.67,Monthly,AutoPay,1
CUST_002771,Whole,2023-07-27,50000,10.33,Monthly,AutoPay,0
CUST_002772,Whole,2022-07-07,450000,84.0,Monthly,AutoPay,3
CUST_002773,Term,2022-12-10,250000,51.67,Monthly,Manual,0
CUST_002774,Whole,2022-04-02,200000,30.67,Quarterly,Manual,0
CUST_002775,Term,2022-08-16,150000,29.5,Monthly,Manual,1
CUST_002776,Term,2022-12-30,200000,40.67,Monthly,AutoPay,0
CUST_002777,Term,2022-08-17,100000,20.33,Monthly,AutoPay,0
CUST_002778,Whole,2022-11-11,550000,113.67,Monthly,Manual,1
CUST_002779,Whole,2023-03-07,150000,32.0,Annual,AutoPay,3
CUST_002780,Term,2022-12-06,50000,11.67,Monthly,AutoPay,1
CUST_002781,Term,2023-01-16,500000,125.0,Monthly,AutoPay,1
CUST_002782,Whole,2022-09-24,1050000,199.5,Annual,Manual,0
CUST_002783,Term,2023-08-23,400000,66.67,Quarterly,AutoPay,1
CUST_002784,Term,2022-10-29,100000,17.33,Monthly,Manual,0
CUST_002785,Whole,2023-04-20,150000,29.5,Quarterly,AutoPay,1
CUST_002786,Term,2022-05-01,100000,20.0,Monthly,Manual,0
CUST_002787,Whole,2023-04-27,50000,9.17,Monthly,AutoPay,1
CUST_002788,Term,2022-02-24,150000,24.5,Monthly,Manual,2
CUST_002789,Term,2023-08-21,150000,29.5,Monthly,AutoPay,0
CUST_002790,Whole,2023-08-18,250000,55.83,Monthly,Manual,0
CUST_002791,Whole,2023-09-28,1400000,336.0,Monthly,AutoPay,2
CUST_002792,Universal,2022-03-14,250000,48.33,Monthly,Manual,0
CUST_002793,Term,2023-04-29,500000,100.0,Monthly,Manual,0
CUST_002794,Universal,2022-07-19,250000,44.17,Monthly,AutoPay,0
CUST_002795,Term,2023-05-28,250000,53.33,Monthly,Manual,2
CUST_002796,Universal,2022-05-03,650000,117.0,Monthly,AutoPay,0
CUST_002797,Term,2023-01-26,1650000,390.5,Quarterly,AutoPay,0
CUST_002798,Term,2023-06-27,400000,60.0,Monthly,Manual,1
CUST_002799,Whole,2022-11-02,350000,70.0,Quarterly,AutoPay,0
CUST_002800,Whole,2023-02-28,250000,56.67,Monthly,AutoPay,1
CUST_002801,Universal,2022-02-25,300000,67.0,Monthly,AutoPay,2
CUST_002802,Term,2022-06-04,600000,190.0,Monthly,AutoPay,0
CUST_002803,Term,2022-05-21,200000,46.0,Quarterly,AutoPay,1
CUST_002804,Whole,2022-07-25,150000,26.0,Monthly,AutoPay,2
CUST_002805,Whole,2022-12-17,150000,31.5,Monthly,AutoPay,1
CUST_002806,Whole,2023-02-24,550000,82.5,Monthly,Manual,1
CUST_002807,Universal,2023-08-07,100000,21.33,Annual,AutoPay,0
CUST_002808,Term,2023-04-14,700000,128.33,Monthly,AutoPay,1
CUST_002809,Whole,2022-05-27,300000,75.0,Monthly,AutoPay,2
CUST_002810,Whole,2022-11-20,150000,29.0,Monthly,Manual,1
CUST_002811,Term,2022-07-04,250000,52.5,Monthly,Manual,1
CUST_002812,Term,2022-03-24,700000,133.0,Monthly,AutoPay,2
CUST_002813,Term,2023-05-15,750000,212.5,Monthly,Manual,1
CUST_002814,Term,2022-12-07,50000,10.17,Monthly,Manual,2
CUST_002815,Whole,2022-07-01,50000,14.33,Monthly,AutoPay,1
CUST_002816,Universal,2022-11-17,250000,61.67,Quarterly,Manual,1
CUST_002817,Term,2022-03-01,1850000,431.67,Annual,AutoPay,0
CUST_002818,Term,2022-01-05,600000,138.0,Monthly,Manual,0
CUST_002819,Term,2023-04-08,450000,103.5,Monthly,AutoPay,2
CUST_002820,Whole,2022-10-08,100000,15.0,Monthly,AutoPay,0
CUST_002821,Universal,2022-08-03,200000,40.67,Monthly,Manual,0
CUST_002822,Whole,2022-06-22,500000,125.0,Quarterly,Manual,0
CUST_002823,Term,2023-08-14,650000,138.67,Monthly,AutoPay,1
CUST_002824,Whole,2022-06-12,300000,48.0,Monthly,Manual,0
CUST_002825,Term,2023-05-17,1850000,394.67,Monthly,AutoPay,1
