customer_id,age,gender,marital_status,dependents,income_bracket,employment_status,education_level,last_login_date,login_frequency_30d,mobile_app_user,email_opens_6m,customer_service_calls_12m,complaints_filed,churned,churn_date,churn_reason,policy_type,policy_start_date,policy_amount,premium_amount,premium_frequency,payment_method,riders,days_between_policy_last_login,days_between_policy_churn,churn_behavior
CUST_000998,52,F,Divorced,4,Medium,Employed,Bachelor,2023-06-01,1,No,0.77,2,0,0,,,Term,2022-10-07,200000,48.0,Monthly,AutoPay,1,237,,Not Returning
CUST_000999,38,M,Married,3,VeryHigh,Self-employed,Bachelor,2023-05-07,2,No,0.53,0,0,0,,,Whole,2022-07-17,500000,96.67,Quarterly,AutoPay,0,294,,Not Returning
CUST_001000,51,M,Single,4,High,Employed,Bachelor,2022-06-24,4,Yes,0.57,1,1,0,,,Term,2022-04-26,300000,71.0,Monthly,Manual,1,59,,Not Returning
CUST_001001,61,F,Single,2,Medium,Employed,Bachelor,2023-08-14,0,No,0.42,2,0,0,,,Term,2022-12-05,200000,54.0,Monthly,AutoPay,1,252,,Not Returning
CUST_001002,56,F,Married,3,High,Employed,Master,2022-12-20,1,No,0.66,1,0,0,,,Whole,2022-06-16,650000,164.67,Monthly,AutoPay,0,187,,Not Returning
CUST_001003,45,M,Married,0,Medium,Employed,HighSchool,2023-08-17,1,Yes,0.49,1,0,0,,,Whole,2023-04-15,200000,43.33,Monthly,AutoPay,2,124,,Not Returning
CUST_001004,37,M,Married,1,Medium,Employed,Master,2023-06-03,4,No,0.31,1,0,0,,,Universal,2022-09-21,250000,47.5,Monthly,AutoPay,0,255,,Not Returning
CUST_001005,53,M,Married,1,High,Employed,Master,2023-09-20,2,No,0.07,4,5,1,2023-12-12,Financial,Term,2022-07-10,500000,121.67,Monthly,AutoPay,1,437,520.0,Possibly Churn
CUST_001006,49,M,Widowed,2,VeryHigh,Employed,HighSchool,2022-02-13,3,Yes,0.36,0,1,0,,,Term,2022-01-15,1050000,241.5,Monthly,Manual,0,29,,Not Returning
CUST_001007,55,F,Married,2,Medium,Employed,PhD,2023-05-16,3,Yes,0.3,0,0,0,,,Term,2022-12-12,300000,75.0,Monthly,AutoPay,0,155,,Not Returning
CUST_001008,52,F,Married,2,Low,Employed,PhD,2023-07-23,1,No,0.49,0,0,0,,,Term,2022-10-30,150000,36.0,Annual,AutoPay,0,266,,Not Returning
CUST_001009,57,M,Married,1,Medium,Employed,Bachelor,2023-09-23,0,No,0.16,3,2,1,2023-10-04,Price,Whole,2023-08-05,150000,38.5,Monthly,Manual,0,49,60.0,Possibly Churn
CUST_001010,38,F,Married,2,VeryHigh,Retired,HighSchool,2022-12-03,2,Yes,0.27,1,0,0,,,Universal,2022-07-17,1700000,328.67,Quarterly,AutoPay,0,139,,Not Returning
CUST_001011,60,M,Divorced,1,High,Employed,Bachelor,2022-09-23,1,Yes,0.64,0,0,0,,,Whole,2022-06-29,400000,106.67,Quarterly,AutoPay,1,86,,Not Returning
CUST_001012,47,M,Single,0,High,Employed,HighSchool,2023-12-01,2,No,0.44,3,0,0,,,Whole,2023-09-18,250000,55.83,Quarterly,AutoPay,0,74,,Not Returning
CUST_001013,69,F,Widowed,0,Medium,Employed,HighSchool,2023-11-25,0,No,0.02,3,1,1,2023-12-29,Competition,Whole,2023-02-20,250000,74.17,Monthly,AutoPay,3,278,312.0,Possibly Churn
CUST_001014,36,F,Widowed,1,High,Employed,Bachelor,2023-05-05,2,Yes,0.47,0,0,0,,,Term,2023-03-14,350000,65.33,Monthly,AutoPay,1,52,,Not Returning
CUST_001015,65,F,Married,2,High,Self-employed,Bachelor,2023-10-04,0,No,0.12,4,3,1,2023-10-17,Service,Whole,2023-06-12,400000,113.33,Monthly,AutoPay,0,114,127.0,Possibly Churn
CUST_001016,47,M,Married,3,Medium,Employed,Bachelor,2023-01-25,3,No,0.22,1,3,1,2023-12-29,Price,Whole,2022-12-02,250000,55.83,Monthly,AutoPay,0,54,392.0,Possibly Churn
CUST_001017,37,F,Single,1,Medium,Unemployed,HighSchool,2023-01-17,0,Yes,0.44,2,0,0,,,Term,2022-03-30,200000,38.0,Monthly,Manual,0,293,,Not Returning
CUST_001018,39,M,Married,0,Medium,Retired,HighSchool,2023-07-10,2,Yes,0.49,1,0,0,,,Whole,2023-02-15,250000,49.17,Monthly,AutoPay,0,145,,Not Returning
CUST_001019,41,F,Single,3,Medium,Unemployed,PhD,2022-11-20,2,No,0.54,0,1,0,,,Term,2022-04-08,100000,20.33,Monthly,Manual,0,226,,Not Returning
CUST_001020,50,F,Married,0,Medium,Employed,Bachelor,2023-06-18,1,Yes,0.41,2,0,0,,,Term,2022-07-09,150000,35.0,Annual,AutoPay,0,344,,Not Returning
CUST_001021,51,M,Single,1,Low,Self-employed,Master,2023-12-24,1,No,0.73,1,0,0,,,Term,2022-05-24,100000,23.67,Monthly,Manual,0,579,,Not Returning
CUST_001022,38,F,Married,0,Medium,Employed,Bachelor,2023-08-18,3,No,0.56,1,0,0,,,Term,2023-05-04,150000,29.0,Monthly,Manual,1,106,,Not Returning
CUST_001023,44,M,Married,2,High,Self-employed,Master,2023-01-06,1,Yes,0.31,0,1,0,,,Term,2022-11-28,450000,96.0,Quarterly,AutoPay,0,39,,Not Returning
CUST_001024,70,M,Single,3,Medium,Retired,Bachelor,2023-01-06,1,No,0.68,1,0,0,,,Whole,2022-09-12,150000,45.0,Monthly,AutoPay,0,116,,Not Returning
CUST_001025,65,F,Married,3,VeryHigh,Employed,Bachelor,2023-08-19,2,Yes,0.58,0,0,0,,,Term,2022-01-07,1900000,538.33,Monthly,AutoPay,0,589,,Not Returning
CUST_001026,50,M,Widowed,3,High,Employed,Bachelor,2023-02-09,3,Yes,0.61,0,0,0,,,Whole,2022-09-25,650000,151.67,Quarterly,AutoPay,2,137,,Not Returning
CUST_001027,45,F,Married,2,Medium,Employed,Master,2023-07-04,1,No,0.59,1,0,0,,,Whole,2023-01-28,250000,54.17,Monthly,AutoPay,0,157,,Not Returning
CUST_001028,46,M,Married,1,Medium,Self-employed,HighSchool,2022-11-01,1,No,0.02,1,0,1,2023-12-10,Price,Term,2022-08-30,100000,22.0,Monthly,Manual,0,63,467.0,Possibly Churn
CUST_001029,52,F,Married,0,High,Self-employed,Bachelor,2023-10-01,1,Yes,0.69,2,0,0,,,Universal,2023-04-03,450000,108.0,Monthly,AutoPay,1,181,,Not Returning
CUST_001030,32,M,Married,2,Medium,Employed,PhD,2022-11-23,1,Yes,0.58,4,0,0,,,Whole,2022-10-01,150000,26.0,Quarterly,Manual,0,53,,Not Returning
CUST_001031,41,M,Divorced,0,VeryHigh,Self-employed,Master,2023-04-02,3,Yes,0.35,0,0,0,,,Term,2022-12-04,950000,193.17,Annual,AutoPay,0,119,,Not Returning
CUST_001032,25,M,Single,2,Low,Self-employed,Bachelor,2022-11-11,2,Yes,0.4,1,0,0,,,Term,2022-11-06,50000,7.5,Monthly,Manual,0,5,,Not Returning
CUST_001033,49,F,Divorced,2,Low,Retired,HighSchool,2023-11-26,0,No,0.17,2,0,1,2023-11-06,Service,Term,2023-08-20,50000,11.5,Monthly,Manual,0,98,78.0,Possibly Returning
CUST_001034,52,F,Married,1,Medium,Employed,Bachelor,2023-10-09,1,No,0.39,2,2,0,,,Term,2023-08-10,200000,48.0,Monthly,AutoPay,0,60,,Not Returning
CUST_001035,39,F,Divorced,3,High,Employed,Bachelor,2022-10-20,3,Yes,0.39,0,0,0,,,Universal,2022-01-12,650000,127.83,Monthly,AutoPay,0,281,,Not Returning
CUST_001036,63,M,Married,0,High,Retired,Bachelor,2023-03-17,1,No,0.34,0,1,0,,,Whole,2022-09-25,500000,138.33,Monthly,AutoPay,0,173,,Not Returning
CUST_001037,30,M,Divorced,0,Medium,Employed,PhD,2023-03-23,1,No,0.47,0,0,0,,,Universal,2023-01-04,150000,25.0,Monthly,AutoPay,0,78,,Not Returning
CUST_001038,27,M,Widowed,0,Medium,Employed,Master,2022-09-18,1,No,0.34,1,0,0,,,Whole,2022-08-30,100000,15.67,Monthly,AutoPay,0,19,,Not Returning
CUST_001039,47,F,Single,0,Low,Retired,HighSchool,2022-11-23,2,No,0.52,1,0,0,,,Whole,2022-03-05,150000,33.5,Quarterly,Manual,0,263,,Not Returning
CUST_001040,57,M,Widowed,2,Medium,Self-employed,Bachelor,2022-05-14,3,No,0.59,0,0,0,,,Term,2022-05-02,250000,64.17,Monthly,AutoPay,1,12,,Not Returning
CUST_001041,65,F,Single,0,Low,Employed,Bachelor,2023-09-09,1,No,0.38,5,0,1,2023-12-24,Competition,Universal,2023-04-22,50000,14.17,Quarterly,AutoPay,0,140,246.0,Possibly Churn
CUST_001042,39,F,Single,0,Medium,Employed,Bachelor,2022-12-15,4,No,0.38,0,0,0,,,Term,2022-11-11,150000,29.5,Quarterly,AutoPay,0,34,,Not Returning
CUST_001043,57,M,Married,3,Medium,Retired,Bachelor,2022-06-25,4,No,0.36,0,0,0,,,Term,2022-06-13,250000,64.17,Monthly,Manual,0,12,,Not Returning
CUST_001044,44,M,Widowed,1,Low,Employed,HighSchool,2023-10-06,2,Yes,0.58,1,0,0,,,Term,2023-02-20,150000,32.0,Monthly,AutoPay,0,228,,Not Returning
CUST_001045,42,F,Married,4,High,Employed,Bachelor,2023-06-04,2,No,0.36,0,0,0,,,Term,2023-05-30,600000,124.0,Monthly,AutoPay,0,5,,Not Returning
CUST_001046,55,M,Married,1,Medium,Retired,HighSchool,2022-12-01,2,Yes,0.42,2,0,0,,,Whole,2022-11-15,100000,25.0,Monthly,Manual,0,16,,Not Returning
CUST_001047,52,M,Married,1,High,Employed,Bachelor,2023-02-21,1,Yes,0.24,2,0,1,2023-11-15,Life_Change,Whole,2022-05-01,550000,132.0,Quarterly,Manual,0,296,563.0,Possibly Churn
CUST_001048,26,M,Widowed,0,Medium,Employed,Bachelor,2023-02-03,1,Yes,0.49,0,0,0,,,Term,2022-10-30,200000,30.67,Quarterly,AutoPay,0,96,,Not Returning
CUST_001049,62,F,Married,3,High,Employed,PhD,2023-09-06,2,Yes,0.61,2,0,0,,,Whole,2023-01-12,550000,150.33,Monthly,Manual,2,237,,Not Returning
CUST_001050,61,F,Single,0,Medium,Employed,Bachelor,2023-11-10,0,Yes,0.5,0,0,0,,,Term,2023-09-22,250000,67.5,Monthly,AutoPay,1,49,,Not Returning
CUST_001051,37,M,Married,5,VeryHigh,Self-employed,Bachelor,2022-09-29,4,Yes,0.85,0,0,0,,,Term,2022-08-15,700000,133.0,Quarterly,Manual,0,45,,Not Returning
CUST_001052,49,M,Single,0,VeryHigh,Self-employed,Bachelor,2023-02-07,3,No,0.23,2,0,0,,,Term,2022-08-13,550000,126.5,Monthly,Manual,1,178,,Not Returning
CUST_001053,50,M,Married,0,High,Employed,HighSchool,2023-10-09,3,Yes,0.7,0,0,0,,,Whole,2022-05-17,350000,81.67,Monthly,AutoPay,2,510,,Not Returning
CUST_001054,48,F,Single,1,VeryHigh,Employed,Bachelor,2023-07-27,0,Yes,0.56,1,0,0,,,Term,2023-05-05,650000,147.33,Annual,AutoPay,0,83,,Not Returning
CUST_001055,38,M,Married,2,VeryHigh,Employed,Bachelor,2022-08-23,0,No,0.47,3,0,1,2023-10-17,Life_Change,Term,2022-06-06,1650000,319.0,Quarterly,AutoPay,2,78,498.0,Possibly Churn
CUST_001056,36,M,Divorced,4,Medium,Employed,HighSchool,2023-06-18,1,No,0.72,0,0,0,,,Whole,2023-04-11,100000,18.67,Monthly,AutoPay,0,68,,Not Returning
CUST_001057,44,F,Married,1,VeryHigh,Self-employed,Bachelor,2023-12-13,0,No,0.63,0,0,0,,,Term,2023-09-13,1050000,224.0,Monthly,AutoPay,0,91,,Not Returning
CUST_001058,59,F,Married,3,Medium,Employed,HighSchool,2023-07-14,3,Yes,0.35,1,0,0,,,Term,2023-01-18,300000,79.0,Monthly,Manual,0,177,,Not Returning
CUST_001059,51,F,Married,3,Low,Retired,HighSchool,2023-03-27,2,Yes,0.55,0,0,0,,,Universal,2023-03-02,150000,35.5,Monthly,AutoPay,0,25,,Not Returning
CUST_001060,40,F,Single,1,VeryHigh,Employed,Bachelor,2023-10-20,3,Yes,0.35,0,0,0,,,Universal,2023-07-17,1050000,210.0,Monthly,Manual,1,95,,Not Returning
CUST_001061,54,M,Married,0,Medium,Employed,Bachelor,2023-05-08,1,No,0.45,1,0,0,,,Term,2023-04-28,200000,49.33,Annual,AutoPay,0,10,,Not Returning
CUST_001062,25,M,Married,1,Medium,Employed,HighSchool,2023-10-23,1,Yes,0.55,3,0,0,,,Term,2023-07-05,150000,22.5,Annual,AutoPay,0,110,,Not Returning
CUST_001063,58,M,Divorced,2,VeryHigh,Self-employed,HighSchool,2023-04-21,2,No,0.79,0,0,0,,,Whole,2022-08-12,600000,156.0,Monthly,Manual,2,252,,Not Returning
CUST_001064,25,M,Married,0,Low,Employed,HighSchool,2022-12-06,2,No,0.4,0,0,0,,,Whole,2022-09-11,150000,22.5,Annual,AutoPay,0,86,,Not Returning
CUST_001065,40,F,Married,0,Medium,Employed,HighSchool,2023-12-06,4,No,0.49,2,0,0,,,Term,2023-09-03,100000,20.0,Monthly,AutoPay,0,94,,Not Returning
CUST_001066,31,F,Married,0,High,Employed,HighSchool,2023-08-30,3,No,0.62,0,0,0,,,Term,2022-03-25,650000,110.5,Monthly,AutoPay,0,523,,Not Returning
CUST_001067,29,F,Married,0,High,Unemployed,HighSchool,2023-08-06,4,Yes,0.21,0,0,0,,,Term,2023-06-23,400000,65.33,Monthly,Manual,1,44,,Not Returning
CUST_001068,58,M,Married,3,High,Self-employed,HighSchool,2023-07-19,0,No,0.19,4,0,1,2023-11-09,Financial,Term,2023-04-03,300000,78.0,Monthly,AutoPay,0,107,220.0,Possibly Churn
CUST_001069,39,F,Widowed,0,High,Employed,Bachelor,2023-09-04,1,No,0.31,0,0,0,,,Term,2023-06-25,500000,98.33,Monthly,Manual,1,71,,Not Returning
CUST_001070,49,F,Married,0,Medium,Employed,Master,2023-02-27,2,No,0.25,0,1,0,,,Term,2023-01-06,300000,69.0,Quarterly,AutoPay,0,52,,Not Returning
CUST_001071,44,M,Married,3,Medium,Employed,Master,2022-06-03,1,No,0.18,2,0,0,,,Universal,2022-03-21,250000,53.33,Monthly,Manual,0,74,,Not Returning
CUST_001072,50,F,Divorced,0,High,Retired,HighSchool,2023-08-19,1,No,0.24,1,0,0,,,Term,2023-08-01,650000,151.67,Annual,AutoPay,0,18,,Not Returning
CUST_001073,45,M,Married,0,High,Self-employed,HighSchool,2023-07-17,0,No,0.3,0,0,1,2023-11-27,Price,Term,2022-04-25,450000,97.5,Monthly,AutoPay,1,448,581.0,Possibly Churn
CUST_001074,29,M,Married,1,Medium,Employed,HighSchool,2022-12-02,0,No,0.35,2,2,1,2023-10-23,Price,Term,2022-03-05,200000,32.67,Monthly,Manual,0,272,597.0,Possibly Churn
CUST_001075,56,F,Married,2,Medium,Unemployed,HighSchool,2023-12-24,2,No,0.58,0,0,0,,,Whole,2023-07-15,250000,63.33,Monthly,AutoPay,0,162,,Not Returning
CUST_001076,39,F,Single,0,Medium,Employed,Bachelor,2023-10-09,0,No,0.12,5,1,1,2023-11-30,Price,Whole,2023-06-02,100000,19.67,Monthly,AutoPay,1,129,181.0,Possibly Churn
CUST_001077,26,M,Single,1,High,Employed,PhD,2023-07-26,0,No,0.32,1,1,0,,,Whole,2022-07-27,300000,46.0,Quarterly,Manual,0,364,,Not Returning
CUST_001078,39,M,Single,1,VeryHigh,Self-employed,Master,2023-12-03,2,No,0.13,1,1,1,2023-10-03,Financial,Whole,2023-08-10,1550000,304.83,Monthly,Manual,0,115,54.0,Possibly Returning
CUST_001079,63,F,Single,0,Low,Employed,Bachelor,2023-11-08,2,No,0.29,0,0,0,,,Whole,2023-07-04,100000,27.67,Monthly,AutoPay,0,127,,Not Returning
CUST_001080,55,F,Divorced,2,Medium,Retired,Bachelor,2023-01-13,1,Yes,0.48,1,0,0,,,Term,2022-06-03,300000,75.0,Monthly,AutoPay,0,224,,Not Returning
CUST_001081,40,F,Divorced,1,Medium,Employed,HighSchool,2022-08-29,2,Yes,0.66,0,1,0,,,Whole,2022-06-18,300000,60.0,Annual,AutoPay,1,72,,Not Returning
CUST_001082,40,M,Married,0,VeryHigh,Employed,Bachelor,2023-11-30,3,Yes,0.32,0,0,0,,,Whole,2022-12-02,1450000,290.0,Monthly,AutoPay,1,363,,Not Returning
CUST_001083,41,M,Divorced,1,VeryHigh,Employed,Bachelor,2023-12-08,0,No,0.09,0,0,1,2023-11-05,Unknown,Term,2023-06-17,1200000,244.0,Monthly,Manual,0,174,141.0,Possibly Returning
CUST_001084,69,M,Single,3,High,Retired,Bachelor,2023-10-02,1,No,0.34,2,0,1,2023-12-06,Price,Term,2023-03-29,250000,74.17,Monthly,AutoPay,0,187,252.0,Possibly Churn
CUST_001085,49,M,Divorced,3,Low,Employed,Bachelor,2023-12-18,0,No,0.16,2,1,1,2023-10-25,Price,Term,2022-04-30,100000,23.0,Monthly,AutoPay,0,597,543.0,Possibly Returning
CUST_001086,50,M,Married,2,Medium,Employed,Master,2023-07-01,2,No,0.71,1,0,0,,,Term,2022-07-30,100000,23.33,Annual,Manual,0,336,,Not Returning
CUST_001087,57,M,Single,2,Medium,Employed,Bachelor,2023-10-10,2,No,0.36,2,0,0,,,Whole,2023-08-21,300000,77.0,Annual,AutoPay,1,50,,Not Returning
CUST_001088,47,F,Single,0,VeryHigh,Employed,Bachelor,2023-06-18,0,No,0.76,0,0,0,,,Term,2023-05-16,650000,145.17,Monthly,AutoPay,0,33,,Not Returning
CUST_001089,41,M,Married,0,Low,Employed,Bachelor,2022-05-21,1,Yes,0.38,0,0,0,,,Term,2022-04-04,50000,10.17,Quarterly,Manual,0,47,,Not Returning
CUST_001090,42,F,Single,0,High,Employed,HighSchool,2023-11-14,1,Yes,0.32,0,0,0,,,Whole,2023-06-07,600000,124.0,Annual,Manual,0,160,,Not Returning
CUST_001091,44,M,Married,4,Medium,Employed,HighSchool,2023-11-14,0,No,0.17,2,1,1,2023-12-06,Price,Whole,2023-04-02,150000,32.0,Quarterly,AutoPay,1,226,248.0,Possibly Churn
CUST_001092,44,M,Single,0,Medium,Employed,Bachelor,2023-05-23,2,Yes,0.48,1,0,0,,,Whole,2022-02-26,200000,42.67,Monthly,AutoPay,0,451,,Not Returning
CUST_001093,53,M,Single,4,High,Self-employed,Bachelor,2023-10-23,1,No,0.09,2,0,1,2023-10-16,Unknown,Universal,2023-04-10,650000,158.17,Monthly,Manual,0,196,189.0,Possibly Returning
CUST_001094,45,M,Married,2,High,Employed,Bachelor,2022-06-24,1,No,0.23,1,0,0,,,Term,2022-05-16,250000,54.17,Annual,AutoPay,2,39,,Not Returning
CUST_001095,53,M,Widowed,0,High,Employed,Bachelor,2023-09-24,2,Yes,0.74,0,0,0,,,Term,2023-06-10,350000,85.17,Monthly,Manual,1,106,,Not Returning
CUST_001096,44,F,Single,2,High,Employed,Master,2023-11-20,3,Yes,0.6,1,0,0,,,Term,2023-03-02,350000,74.67,Monthly,AutoPay,0,263,,Not Returning
CUST_001097,45,F,Single,4,Medium,Retired,HighSchool,2023-08-28,4,Yes,0.31,1,0,0,,,Term,2023-04-13,200000,43.33,Monthly,AutoPay,0,137,,Not Returning
CUST_001098,25,M,Married,1,Medium,Employed,Bachelor,2023-11-26,1,No,0.43,0,0,0,,,Term,2023-08-01,250000,37.5,Monthly,AutoPay,0,117,,Not Returning
CUST_001099,55,M,Divorced,1,High,Self-employed,Bachelor,2023-04-24,0,Yes,0.61,0,0,0,,,Whole,2022-03-01,700000,175.0,Monthly,Manual,0,419,,Not Returning
CUST_001100,49,F,Married,0,Low,Self-employed,Bachelor,2023-09-19,3,No,0.63,0,0,0,,,Whole,2023-07-27,50000,11.5,Monthly,AutoPay,0,54,,Not Returning
CUST_001101,56,F,Divorced,3,Medium,Unemployed,HighSchool,2023-05-27,1,Yes,0.52,4,0,0,,,Term,2023-04-19,200000,50.67,Monthly,AutoPay,0,38,,Not Returning
CUST_001102,25,M,Married,1,VeryHigh,Self-employed,Bachelor,2023-02-15,2,No,0.67,3,0,0,,,Whole,2022-11-12,1800000,270.0,Monthly,Manual,1,95,,Not Returning
CUST_001103,70,F,Single,0,High,Employed,Master,2022-11-22,0,No,0.04,2,1,1,2023-12-22,Life_Change,Term,2022-01-23,300000,90.0,Monthly,AutoPay,0,303,698.0,Possibly Churn
CUST_001104,43,F,Married,1,High,Employed,HighSchool,2023-10-22,0,Yes,0.47,0,0,0,,,Whole,2023-02-10,250000,52.5,Quarterly,AutoPay,0,254,,Not Returning
CUST_001105,58,F,Married,3,Low,Employed,PhD,2023-12-01,1,Yes,0.53,3,0,0,,,Whole,2022-09-18,50000,13.0,Monthly,AutoPay,0,439,,Not Returning
CUST_001106,32,F,Married,0,High,Retired,Bachelor,2022-09-04,1,No,0.08,5,0,1,2023-11-10,Unknown,Term,2022-01-04,700000,121.33,Monthly,AutoPay,0,243,675.0,Possibly Churn
CUST_001107,52,F,Married,1,VeryHigh,Employed,Bachelor,2022-10-07,2,Yes,0.43,0,0,0,,,Term,2022-08-12,1100000,264.0,Monthly,Manual,1,56,,Not Returning
CUST_001108,32,F,Single,1,High,Self-employed,Master,2023-12-01,3,No,0.72,0,0,0,,,Whole,2023-08-16,300000,52.0,Monthly,Manual,0,107,,Not Returning
CUST_001109,37,M,Married,1,Medium,Employed,HighSchool,2022-05-05,3,Yes,0.44,1,0,0,,,Term,2022-03-16,300000,57.0,Monthly,Manual,1,50,,Not Returning
CUST_001110,67,F,Married,2,Medium,Retired,HighSchool,2023-04-18,4,Yes,0.78,0,0,0,,,Term,2022-02-16,300000,87.0,Monthly,Manual,0,426,,Not Returning
CUST_001111,42,F,Married,3,High,Self-employed,HighSchool,2023-08-21,0,No,0.18,2,1,1,2023-12-23,Competition,Whole,2023-03-10,450000,93.0,Monthly,Manual,2,164,288.0,Possibly Churn
CUST_001112,47,F,Married,3,High,Employed,Bachelor,2023-12-04,1,Yes,0.34,0,0,0,,,Term,2022-12-19,300000,67.0,Monthly,AutoPay,0,350,,Not Returning
CUST_001113,55,F,Married,0,Medium,Self-employed,PhD,2023-05-02,2,Yes,0.65,0,0,0,,,Term,2022-03-07,250000,62.5,Monthly,AutoPay,0,421,,Not Returning
CUST_001114,50,M,Single,0,Medium,Employed,HighSchool,2023-11-26,3,Yes,0.52,1,0,0,,,Term,2023-07-09,100000,23.33,Monthly,Manual,0,140,,Not Returning
CUST_001115,46,M,Divorced,3,High,Self-employed,Master,2022-07-17,1,Yes,0.66,1,0,0,,,Term,2022-03-03,550000,121.0,Monthly,AutoPay,0,136,,Not Returning
CUST_001116,49,M,Married,2,High,Retired,Bachelor,2023-12-20,5,No,0.48,0,0,0,,,Term,2022-03-12,650000,149.5,Monthly,AutoPay,0,648,,Not Returning
CUST_001117,73,M,Single,6,Medium,Retired,HighSchool,2023-08-12,2,No,0.47,3,0,0,,,Term,2023-04-29,150000,46.5,Monthly,AutoPay,1,105,,Not Returning
CUST_001118,44,M,Widowed,3,Medium,Employed,HighSchool,2023-01-05,4,Yes,0.66,2,0,0,,,Term,2022-02-02,300000,64.0,Quarterly,Manual,0,337,,Not Returning
CUST_001119,47,F,Married,2,High,Employed,Bachelor,2023-01-25,2,Yes,0.61,0,0,0,,,Universal,2022-10-21,750000,167.5,Monthly,Manual,1,96,,Not Returning
CUST_001120,57,M,Married,3,Low,Self-employed,Bachelor,2023-11-27,3,Yes,0.64,1,0,0,,,Universal,2023-02-23,100000,25.67,Monthly,AutoPay,0,277,,Not Returning
CUST_001121,58,F,Single,0,Low,Self-employed,HighSchool,2022-08-30,0,No,0.08,5,1,1,2023-12-06,Competition,Whole,2022-07-04,150000,39.0,Monthly,Manual,0,57,520.0,Possibly Churn
CUST_001122,59,F,Married,2,Medium,Employed,Master,2022-11-29,1,Yes,0.32,0,1,0,,,Whole,2022-05-19,150000,39.5,Monthly,AutoPay,0,194,,Not Returning
CUST_001123,52,M,Single,1,Medium,Self-employed,HighSchool,2023-03-09,1,Yes,0.65,1,0,0,,,Whole,2023-03-07,250000,60.0,Annual,AutoPay,0,2,,Not Returning
CUST_001124,31,M,Married,4,High,Employed,Bachelor,2023-11-20,3,No,0.7,0,0,0,,,Term,2023-01-19,600000,102.0,Annual,AutoPay,2,305,,Not Returning
CUST_001125,64,F,Married,1,High,Employed,Bachelor,2023-12-17,4,No,0.51,0,0,0,,,Whole,2023-01-27,250000,70.0,Monthly,AutoPay,1,324,,Not Returning
CUST_001126,31,F,Married,3,High,Self-employed,Master,2023-12-10,4,No,0.49,0,0,0,,,Universal,2023-04-05,400000,68.0,Monthly,AutoPay,0,249,,Not Returning
CUST_001127,48,F,Single,0,VeryHigh,Employed,HighSchool,2023-12-12,4,No,0.5,1,0,0,,,Term,2023-01-22,1100000,249.33,Quarterly,AutoPay,0,324,,Not Returning
CUST_001128,35,F,Divorced,0,Low,Employed,HighSchool,2023-12-13,6,Yes,0.63,1,0,0,,,Whole,2023-01-20,50000,9.17,Monthly,Manual,0,327,,Not Returning
CUST_001129,44,F,Married,1,Medium,Unemployed,HighSchool,2022-10-01,3,Yes,0.17,1,1,0,,,Term,2022-03-24,300000,64.0,Quarterly,AutoPay,0,191,,Not Returning
CUST_001130,48,F,Married,2,Medium,Employed,HighSchool,2023-07-10,2,No,0.41,1,0,0,,,Universal,2023-07-07,150000,34.0,Monthly,AutoPay,0,3,,Not Returning
CUST_001131,48,F,Married,0,High,Employed,Bachelor,2022-12-05,1,No,0.65,0,0,0,,,Whole,2022-05-17,700000,158.67,Monthly,AutoPay,0,202,,Not Returning
CUST_001132,50,F,Married,0,Medium,Employed,HighSchool,2023-03-03,0,No,0.41,2,0,0,,,Universal,2022-12-23,200000,46.67,Quarterly,AutoPay,1,70,,Not Returning
CUST_001133,64,F,Married,1,Medium,Employed,Bachelor,2022-10-26,2,Yes,0.3,1,0,0,,,Term,2022-05-02,150000,42.0,Monthly,Manual,1,177,,Not Returning
CUST_001134,50,M,Married,1,Low,Employed,Master,2023-10-25,1,No,0.23,3,1,1,2023-12-19,Price,Whole,2022-07-02,100000,23.33,Monthly,AutoPay,1,480,535.0,Possibly Churn
CUST_001135,42,F,Married,1,High,Self-employed,Bachelor,2023-12-17,6,Yes,0.36,2,0,0,,,Universal,2023-07-05,550000,113.67,Quarterly,AutoPay,0,165,,Not Returning
CUST_001136,56,M,Married,0,High,Self-employed,Master,2023-03-11,2,No,0.44,0,0,0,,,Term,2023-02-07,500000,126.67,Annual,AutoPay,0,32,,Not Returning
CUST_001137,59,F,Married,1,Medium,Employed,Master,2023-07-09,3,Yes,0.52,0,0,0,,,Whole,2023-06-26,150000,39.5,Monthly,AutoPay,0,13,,Not Returning
CUST_001138,30,M,Married,2,VeryHigh,Retired,HighSchool,2023-01-17,0,Yes,0.36,0,0,0,,,Term,2022-05-11,1700000,283.33,Quarterly,AutoPay,0,251,,Not Returning
CUST_001139,52,M,Married,3,High,Unemployed,HighSchool,2023-12-01,1,Yes,0.5,2,1,0,,,Term,2022-08-17,750000,180.0,Monthly,AutoPay,1,471,,Not Returning
CUST_001140,53,M,Single,1,Medium,Employed,HighSchool,2023-12-14,1,No,0.17,0,0,1,2023-10-28,Financial,Whole,2022-01-04,100000,24.33,Monthly,AutoPay,0,709,662.0,Possibly Returning
CUST_001141,41,M,Married,1,Medium,Employed,Master,2022-03-21,2,No,0.52,1,0,0,,,Term,2022-01-24,200000,40.67,Monthly,AutoPay,1,56,,Not Returning
CUST_001142,61,M,Single,0,Medium,Self-employed,Bachelor,2023-05-15,1,No,0.36,1,0,0,,,Term,2022-11-02,150000,40.5,Monthly,Manual,0,194,,Not Returning
