customer_id,age,gender,marital_status,dependents,income_bracket,employment_status,education_level
CUST_002802,75,F,Married,2,High,Employed,Bachelor
CUST_002803,49,M,Single,4,Medium,Self-employed,Bachelor
CUST_002804,32,F,Married,1,Medium,Employed,PhD
CUST_002805,43,F,Divorced,1,Medium,Employed,Bachelor
CUST_002806,25,M,Married,0,High,Self-employed,Bachelor
CUST_002807,44,M,Married,3,Medium,Retired,HighSchool
CUST_002808,35,M,Divorced,1,High,Self-employed,Bachelor
CUST_002809,55,F,Single,0,High,Employed,HighSchool
CUST_002810,38,F,Divorced,4,Medium,Unemployed,Bachelor
CUST_002811,43,F,Married,0,Medium,Employed,Master
CUST_002812,37,M,Single,2,High,Employed,Bachelor
CUST_002813,65,F,Single,3,VeryHigh,Employed,HighSchool
CUST_002814,41,M,Single,1,Low,Employed,Bachelor
CUST_002815,66,F,Single,0,Low,Employed,Master
CUST_002816,54,F,Married,3,Medium,Employed,Bachelor
CUST_002817,50,F,Single,1,VeryHigh,Employed,Bachelor
CUST_002818,49,F,Divorced,2,High,Employed,Bachelor
CUST_002819,49,F,Married,1,High,Employed,Master
CUST_002820,25,M,Married,2,Low,Employed,HighSchool
CUST_002821,41,M,Married,3,Medium,Employed,Master
CUST_002822,55,F,Married,1,High,Employed,Master
CUST_002823,44,M,Married,2,High,Employed,Bachelor
CUST_002824,28,M,Single,1,Medium,Employed,Bachelor
CUST_002825,44,F,Divorced,0,VeryHigh,Employed,Master
CUST_002826,65,M,Married,3,Low,Employed,Master
CUST_002827,59,M,Single,0,Medium,Employed,PhD
CUST_002828,44,F,Married,1,High,Employed,Bachelor
CUST_002829,56,M,Married,4,High,Employed,HighSchool
CUST_002830,40,M,Married,0,High,Employed,HighSchool
CUST_002831,25,M,Divorced,3,VeryHigh,Employed,Master
CUST_002832,33,F,Married,0,Medium,Self-employed,Bachelor
CUST_002833,63,F,Married,3,Medium,Employed,HighSchool
CUST_002834,41,F,Married,2,High,Employed,HighSchool
CUST_002835,42,M,Widowed,1,Medium,Employed,HighSchool
CUST_002836,41,F,Married,2,High,Employed,HighSchool
CUST_002837,67,F,Married,0,Medium,Employed,Master
CUST_002838,64,F,Married,1,High,Employed,Master
CUST_002839,71,F,Married,2,VeryHigh,Employed,Master
CUST_002840,43,M,Single,0,High,Employed,HighSchool
CUST_002841,48,M,Single,1,High,Employed,HighSchool
CUST_002842,26,M,Divorced,2,Medium,Employed,HighSchool
CUST_002843,62,M,Married,2,Medium,Employed,HighSchool
CUST_002844,30,F,Married,1,VeryHigh,Retired,HighSchool
CUST_002845,47,F,Married,1,High,Employed,PhD
CUST_002846,31,F,Married,1,High,Employed,Master
CUST_002847,37,M,Single,0,Medium,Self-employed,HighSchool
CUST_002848,34,M,Single,0,Medium,Retired,HighSchool
CUST_002849,37,M,Widowed,1,High,Self-employed,HighSchool
CUST_002850,38,M,Married,1,High,Retired,Master
CUST_002851,38,M,Married,1,Medium,Employed,Bachelor
CUST_002852,55,F,Divorced,1,Medium,Employed,Bachelor
CUST_002853,31,M,Married,1,Medium,Employed,Master
CUST_002854,47,F,Single,1,Medium,Self-employed,HighSchool
CUST_002855,59,M,Single,2,Medium,Employed,HighSchool
CUST_002856,38,F,Married,0,Medium,Employed,HighSchool
CUST_002857,36,F,Divorced,0,High,Employed,HighSchool
CUST_002858,42,M,Single,1,VeryHigh,Self-employed,Bachelor
CUST_002859,59,F,Single,4,Medium,Self-employed,HighSchool
CUST_002860,47,F,Divorced,2,Low,Employed,Bachelor
CUST_002861,38,F,Single,1,Medium,Employed,Bachelor
CUST_002862,50,M,Married,1,High,Employed,Bachelor
CUST_002863,31,M,Single,1,Medium,Employed,HighSchool
CUST_002864,53,F,Married,5,Medium,Employed,Bachelor
CUST_002865,49,F,Married,2,Medium,Self-employed,Bachelor
CUST_002866,41,M,Single,0,Medium,Self-employed,Master
CUST_002867,34,M,Married,1,Medium,Employed,Bachelor
CUST_002868,34,F,Married,1,Medium,Employed,HighSchool
CUST_002869,51,M,Married,0,High,Employed,Bachelor
CUST_002870,59,F,Married,2,High,Employed,HighSchool
CUST_002871,37,F,Married,3,Low,Employed,Bachelor
CUST_002872,50,F,Married,1,Medium,Employed,Bachelor
CUST_002873,25,M,Married,1,Medium,Employed,HighSchool
CUST_002874,37,M,Married,1,Low,Employed,PhD
CUST_002875,44,M,Married,2,High,Self-employed,Bachelor
CUST_002876,34,F,Married,2,Medium,Employed,HighSchool
CUST_002877,33,F,Single,0,Medium,Self-employed,Bachelor
CUST_002878,36,F,Single,2,Medium,Employed,Bachelor
CUST_002879,48,F,Married,1,Medium,Employed,Bachelor
CUST_002880,42,M,Divorced,3,High,Employed,Bachelor
CUST_002881,25,M,Married,0,High,Employed,Bachelor
CUST_002882,25,F,Married,2,VeryHigh,Self-employed,HighSchool
CUST_002883,37,M,Married,2,High,Retired,Bachelor
CUST_002884,50,M,Single,1,Medium,Employed,Master
CUST_002885,25,M,Divorced,0,Medium,Employed,HighSchool
CUST_002886,39,M,Divorced,1,High,Employed,Bachelor
CUST_002887,38,M,Single,2,VeryHigh,Employed,PhD
CUST_002888,61,F,Married,1,Low,Employed,Master
CUST_002889,40,F,Married,0,Medium,Employed,Bachelor
CUST_002890,49,F,Married,1,Low,Employed,Bachelor
CUST_002891,46,F,Married,0,High,Employed,Bachelor
CUST_002892,25,F,Married,1,High,Employed,PhD
CUST_002893,54,F,Married,3,High,Employed,HighSchool
CUST_002894,47,M,Single,1,Low,Employed,Bachelor
CUST_002895,51,F,Married,2,VeryHigh,Self-employed,HighSchool
CUST_002896,75,M,Married,1,Low,Retired,HighSchool
CUST_002897,25,M,Married,0,Medium,Employed,Bachelor
CUST_002898,65,M,Married,0,Medium,Employed,Master
CUST_002899,41,M,Married,1,Low,Self-employed,HighSchool
CUST_002900,48,M,Married,3,Medium,Employed,Bachelor
CUST_002901,44,M,Married,2,Medium,Employed,HighSchool
CUST_002902,39,M,Married,3,High,Retired,Master
CUST_002903,38,F,Married,1,High,Retired,Bachelor
CUST_002904,48,F,Married,3,Medium,Employed,Bachelor
CUST_002905,26,F,Single,0,Medium,Self-employed,Master
CUST_002906,54,M,Married,1,Low,Employed,Bachelor
CUST_002907,40,M,Single,1,Medium,Employed,Master
CUST_002908,31,F,Single,0,High,Self-employed,Master
CUST_002909,39,M,Married,0,High,Self-employed,Bachelor
CUST_002910,60,F,Single,2,Medium,Employed,Bachelor
CUST_002911,38,F,Married,3,Low,Self-employed,Bachelor
CUST_002912,49,F,Widowed,0,Medium,Employed,Bachelor
CUST_002913,36,F,Single,1,Medium,Self-employed,Bachelor
CUST_002914,54,M,Divorced,1,Medium,Self-employed,HighSchool
CUST_002915,53,M,Single,1,Low,Retired,Master
CUST_002916,67,F,Married,0,Medium,Unemployed,HighSchool
CUST_002917,42,M,Married,2,VeryHigh,Employed,Bachelor
CUST_002918,53,M,Divorced,3,Medium,Employed,HighSchool
CUST_002919,46,M,Single,0,High,Employed,Bachelor
CUST_002920,60,M,Married,4,Medium,Self-employed,PhD
CUST_002921,36,M,Single,0,Medium,Self-employed,Bachelor
CUST_002922,53,M,Married,1,Medium,Employed,Bachelor
CUST_002923,42,F,Divorced,4,Medium,Employed,HighSchool
CUST_002924,44,F,Married,1,Medium,Employed,Bachelor
CUST_002925,46,F,Married,2,Medium,Employed,Master
CUST_002926,48,F,Married,1,Medium,Employed,Master
CUST_002927,43,M,Divorced,1,Medium,Retired,Bachelor
CUST_002928,47,M,Married,1,High,Retired,Master
CUST_002929,63,M,Single,2,Medium,Employed,HighSchool
CUST_002930,56,F,Divorced,2,Medium,Self-employed,Bachelor
CUST_002931,55,F,Married,2,High,Self-employed,Bachelor
CUST_002932,39,M,Single,1,High,Employed,Bachelor
CUST_002933,34,M,Single,1,High,Employed,Master
CUST_002934,56,F,Married,3,Medium,Self-employed,Master
CUST_002935,55,F,Married,1,Medium,Employed,Master
CUST_002936,62,F,Married,1,High,Employed,HighSchool
CUST_002937,37,M,Married,0,Medium,Employed,HighSchool
CUST_002938,42,M,Married,1,High,Self-employed,Bachelor
CUST_002939,25,F,Divorced,3,Medium,Employed,Bachelor
CUST_002940,40,F,Married,2,High,Self-employed,Bachelor
CUST_002941,56,F,Married,3,High,Self-employed,HighSchool
CUST_002942,39,F,Married,1,Medium,Unemployed,Bachelor
CUST_002943,52,F,Married,1,Medium,Retired,Master
CUST_002944,42,F,Married,0,VeryHigh,Employed,Bachelor
CUST_002945,48,M,Married,0,Low,Retired,Bachelor
CUST_002946,31,M,Single,0,Medium,Employed,Bachelor
CUST_002947,46,F,Married,1,VeryHigh,Employed,Master
CUST_002948,25,M,Married,2,High,Retired,Master
CUST_002949,42,F,Single,4,Medium,Employed,Bachelor
CUST_002950,25,F,Single,1,High,Retired,Bachelor
CUST_002951,59,F,Married,1,Medium,Retired,Bachelor
CUST_002952,54,M,Married,1,Low,Retired,Bachelor
CUST_002953,50,M,Divorced,3,Medium,Self-employed,HighSchool
CUST_002954,63,F,Married,1,Medium,Employed,Bachelor
CUST_002955,33,F,Married,1,Medium,Employed,Bachelor
CUST_002956,65,F,Married,1,Medium,Self-employed,Master
CUST_002957,56,M,Single,1,Medium,Employed,HighSchool
CUST_002958,42,M,Single,2,Medium,Retired,HighSchool
CUST_002959,58,F,Married,3,Medium,Employed,Master
CUST_002960,31,F,Married,3,Medium,Employed,HighSchool
CUST_002961,35,F,Married,0,Medium,Employed,Master
CUST_002962,37,M,Married,2,Medium,Employed,Bachelor
CUST_002963,38,M,Single,2,Medium,Employed,HighSchool
CUST_002964,32,M,Married,0,Medium,Employed,HighSchool
CUST_002965,59,F,Married,1,Medium,Employed,Bachelor
CUST_002966,41,F,Married,2,High,Employed,HighSchool
CUST_002967,49,M,Married,0,Medium,Employed,Master
CUST_002968,38,M,Widowed,1,VeryHigh,Self-employed,Master
CUST_002969,25,F,Divorced,2,VeryHigh,Employed,Bachelor
CUST_002970,48,M,Divorced,4,High,Self-employed,Master
CUST_002971,25,F,Single,3,Medium,Employed,HighSchool
CUST_002972,44,F,Single,6,High,Retired,Master
CUST_002973,28,M,Single,2,High,Employed,Master
CUST_002974,68,M,Married,3,High,Employed,Bachelor
CUST_002975,55,F,Married,1,Low,Employed,Bachelor
CUST_002976,46,M,Married,2,Low,Self-employed,Bachelor
CUST_002977,60,M,Married,1,Medium,Retired,PhD
CUST_002978,34,F,Divorced,1,Medium,Self-employed,HighSchool
CUST_002979,51,F,Divorced,2,Medium,Self-employed,HighSchool
CUST_002980,47,F,Single,3,Medium,Employed,Bachelor
CUST_002981,48,M,Divorced,3,Medium,Employed,Bachelor
CUST_002982,60,M,Married,1,High,Retired,HighSchool
CUST_002983,53,M,Married,3,Medium,Employed,Master
CUST_002984,48,M,Married,0,Low,Employed,Master
CUST_002985,25,F,Single,1,High,Self-employed,HighSchool
CUST_002986,33,M,Divorced,3,Medium,Employed,PhD
CUST_002987,43,F,Married,2,High,Retired,HighSchool
CUST_002988,46,M,Divorced,3,Medium,Self-employed,Bachelor
CUST_002989,31,M,Widowed,0,High,Employed,HighSchool
CUST_002990,73,F,Married,3,High,Employed,Bachelor
CUST_002991,63,M,Single,2,High,Self-employed,PhD
CUST_002992,52,M,Single,2,Low,Employed,HighSchool
CUST_002993,45,M,Married,1,High,Employed,Bachelor
CUST_002994,42,M,Single,4,Medium,Employed,HighSchool
CUST_002995,33,M,Divorced,0,Low,Employed,HighSchool
CUST_002996,45,M,Married,4,High,Employed,PhD
CUST_002997,48,F,Widowed,1,Medium,Self-employed,Bachelor
CUST_002998,30,F,Married,0,Low,Retired,Bachelor
CUST_002999,49,F,Single,2,High,Self-employed,Bachelor
CUST_003000,43,M,Married,2,Medium,Employed,HighSchool
CUST_003001,25,F,Married,2,High,Retired,HighSchool
CUST_003002,34,M,Married,1,High,Retired,Bachelor
CUST_003003,40,F,Married,3,Low,Self-employed,PhD
CUST_003004,67,F,Single,1,High,Employed,Bachelor
CUST_003005,51,M,Married,0,Medium,Employed,Bachelor
CUST_003006,28,F,Married,1,Medium,Employed,Bachelor
CUST_003007,50,F,Married,3,Low,Unemployed,Master
CUST_003008,26,F,Divorced,1,Medium,Employed,HighSchool
CUST_003009,57,M,Single,1,High,Self-employed,Bachelor
CUST_003010,39,F,Single,1,VeryHigh,Self-employed,Bachelor
CUST_003011,43,F,Married,1,Medium,Self-employed,Master
CUST_003012,60,M,Widowed,3,Medium,Employed,Master
CUST_003013,29,F,Married,2,Medium,Employed,Bachelor
CUST_003014,28,M,Married,4,Low,Self-employed,Bachelor
CUST_003015,37,M,Single,1,Medium,Self-employed,HighSchool
CUST_003016,57,F,Married,0,VeryHigh,Employed,Bachelor
CUST_003017,26,F,Married,4,Medium,Employed,Master
CUST_003018,25,F,Married,0,Medium,Employed,Master
CUST_003019,39,F,Married,0,Medium,Employed,Bachelor
CUST_003020,51,M,Married,4,Medium,Employed,Bachelor
CUST_003021,59,M,Single,2,Medium,Employed,Master
CUST_003022,39,F,Married,1,VeryHigh,Retired,Bachelor
CUST_003023,40,M,Divorced,1,Medium,Retired,HighSchool
CUST_003024,58,F,Married,1,High,Employed,Bachelor
CUST_003025,25,F,Widowed,3,Low,Self-employed,Bachelor
CUST_003026,40,M,Married,0,High,Self-employed,Master
CUST_003027,47,M,Married,1,Medium,Self-employed,Bachelor
CUST_003028,50,F,Single,1,Medium,Employed,HighSchool
CUST_003029,38,F,Married,1,Low,Employed,Bachelor
CUST_003030,45,F,Married,0,Low,Employed,HighSchool
CUST_003031,25,F,Married,3,VeryHigh,Retired,Master
CUST_003032,37,M,Married,4,Medium,Self-employed,HighSchool
CUST_003033,50,M,Married,0,High,Employed,HighSchool
CUST_003034,33,M,Single,3,VeryHigh,Employed,Bachelor
CUST_003035,45,M,Divorced,4,Medium,Employed,HighSchool
CUST_003036,50,M,Married,1,High,Employed,HighSchool
CUST_003037,40,M,Married,1,High,Employed,Bachelor
CUST_003038,47,M,Married,0,Medium,Self-employed,Master
CUST_003039,33,M,Married,2,High,Employed,Bachelor
CUST_003040,42,M,Single,3,Low,Employed,PhD
CUST_003041,52,F,Married,1,Medium,Retired,Bachelor
CUST_003042,46,F,Married,2,Low,Self-employed,Master
CUST_003043,37,M,Married,0,High,Employed,Bachelor
CUST_003044,47,F,Single,0,Low,Retired,Bachelor
CUST_003045,53,M,Single,1,VeryHigh,Retired,PhD
CUST_003046,25,F,Single,4,Low,Employed,Bachelor
CUST_003047,58,M,Married,1,High,Employed,HighSchool
CUST_003048,40,F,Divorced,0,High,Employed,Bachelor
CUST_003049,50,M,Single,2,VeryHigh,Retired,HighSchool
CUST_003050,59,F,Married,1,Medium,Self-employed,Bachelor
CUST_003051,28,M,Married,4,Medium,Employed,Master
CUST_003052,36,F,Married,1,High,Employed,Bachelor
CUST_003053,41,M,Single,1,VeryHigh,Self-employed,HighSchool
CUST_003054,35,M,Single,0,Low,Employed,HighSchool
CUST_003055,65,F,Single,2,High,Self-employed,Bachelor
CUST_003056,34,M,Widowed,0,Medium,Employed,HighSchool
CUST_003057,38,F,Married,0,High,Employed,HighSchool
CUST_003058,47,M,Single,3,High,Employed,HighSchool
CUST_003059,30,M,Married,2,High,Retired,Bachelor
CUST_003060,40,F,Single,5,Medium,Retired,Bachelor
CUST_003061,48,M,Single,1,Medium,Retired,HighSchool
CUST_003062,41,M,Married,3,Medium,Retired,Master
CUST_003063,43,F,Married,1,High,Employed,Master
CUST_003064,38,F,Married,6,VeryHigh,Retired,Bachelor
CUST_003065,26,F,Married,1,Medium,Employed,HighSchool
CUST_003066,48,M,Married,4,Medium,Self-employed,Bachelor
CUST_003067,66,M,Married,1,Low,Employed,Master
CUST_003068,45,M,Married,1,High,Employed,HighSchool
CUST_003069,47,M,Married,4,Medium,Employed,Bachelor
CUST_003070,53,F,Single,0,High,Employed,Bachelor
CUST_003071,29,M,Married,2,Medium,Self-employed,Master
CUST_003072,65,M,Divorced,0,Low,Employed,HighSchool
CUST_003073,47,M,Single,1,VeryHigh,Self-employed,HighSchool
CUST_003074,64,F,Divorced,0,High,Employed,HighSchool
CUST_003075,36,F,Single,4,Medium,Self-employed,Master
CUST_003076,66,F,Married,1,Medium,Self-employed,HighSchool
CUST_003077,54,M,Married,1,VeryHigh,Employed,Master
CUST_003078,51,F,Married,3,Medium,Employed,PhD
CUST_003079,47,F,Single,3,High,Retired,Master
CUST_003080,42,M,Married,2,Low,Self-employed,Bachelor
CUST_003081,59,M,Widowed,0,High,Employed,Master
CUST_003082,46,M,Single,1,Medium,Employed,Bachelor
CUST_003083,25,M,Divorced,0,Medium,Employed,Master
CUST_003084,31,F,Married,2,High,Employed,HighSchool
CUST_003085,42,M,Divorced,2,Low,Employed,Master
CUST_003086,48,M,Single,3,Medium,Employed,Bachelor
CUST_003087,44,F,Married,0,Medium,Employed,Bachelor
CUST_003088,59,F,Single,1,High,Employed,Bachelor
CUST_003089,25,F,Divorced,0,Low,Self-employed,HighSchool
CUST_003090,46,M,Married,0,Medium,Employed,HighSchool
CUST_003091,25,M,Married,1,Medium,Employed,Bachelor
CUST_003092,54,M,Single,2,High,Employed,Bachelor
CUST_003093,43,M,Divorced,1,VeryHigh,Employed,HighSchool
CUST_003094,50,M,Married,2,Medium,Employed,PhD
CUST_003095,34,F,Married,6,Medium,Employed,HighSchool
CUST_003096,60,M,Married,1,High,Unemployed,HighSchool
CUST_003097,57,M,Divorced,5,Medium,Employed,Bachelor
CUST_003098,52,M,Married,2,High,Employed,Bachelor
CUST_003099,43,F,Single,2,Medium,Employed,Master
CUST_003100,51,F,Divorced,0,Medium,Employed,HighSchool
CUST_003101,36,F,Married,0,Medium,Employed,Bachelor
CUST_003102,55,M,Married,0,Medium,Employed,Bachelor
CUST_003103,64,M,Single,0,High,Employed,Master
CUST_003104,57,M,Divorced,2,High,Employed,Bachelor
CUST_003105,36,M,Single,2,Medium,Employed,Master
CUST_003106,49,F,Married,2,High,Self-employed,Master
CUST_003107,29,F,Divorced,0,Medium,Employed,Master
CUST_003108,51,F,Single,3,High,Employed,PhD
CUST_003109,50,F,Divorced,3,Medium,Employed,Bachelor
CUST_003110,25,F,Married,1,Medium,Employed,Bachelor
CUST_003111,31,M,Married,2,VeryHigh,Retired,HighSchool
CUST_003112,41,F,Married,1,Medium,Employed,HighSchool
CUST_003113,41,M,Married,0,High,Employed,Bachelor
CUST_003114,30,F,Married,2,High,Employed,Bachelor
CUST_003115,49,M,Single,0,High,Employed,HighSchool
CUST_003116,48,M,Divorced,1,Medium,Employed,Bachelor
CUST_003117,42,F,Single,1,Medium,Self-employed,Bachelor
CUST_003118,35,M,Divorced,4,VeryHigh,Self-employed,HighSchool
CUST_003119,57,M,Single,6,Low,Employed,Bachelor
CUST_003120,64,M,Married,5,High,Employed,Bachelor
CUST_003121,39,M,Divorced,0,High,Self-employed,Master
CUST_003122,37,F,Single,4,Medium,Employed,Bachelor
CUST_003123,50,F,Divorced,0,Medium,Unemployed,HighSchool
CUST_003124,40,M,Married,2,Low,Employed,HighSchool
CUST_003125,43,M,Married,1,Medium,Employed,HighSchool
CUST_003126,53,F,Married,0,High,Employed,HighSchool
CUST_003127,25,M,Married,0,High,Employed,Master
CUST_003128,60,M,Married,5,High,Employed,Bachelor
CUST_003129,45,M,Married,2,VeryHigh,Employed,Bachelor
CUST_003130,40,F,Married,3,VeryHigh,Employed,Bachelor
CUST_003131,43,M,Single,2,Medium,Retired,Bachelor
CUST_003132,44,M,Divorced,2,Medium,Employed,Master
CUST_003133,25,M,Divorced,1,Medium,Employed,Master
CUST_003134,62,M,Married,4,High,Self-employed,HighSchool
CUST_003135,45,F,Married,1,Medium,Employed,Bachelor
CUST_003136,50,M,Married,1,Medium,Self-employed,HighSchool
CUST_003137,56,M,Married,3,High,Self-employed,Bachelor
CUST_003138,32,M,Married,1,High,Employed,Bachelor
CUST_003139,50,M,Widowed,1,VeryHigh,Employed,Bachelor
CUST_003140,41,F,Single,0,Medium,Employed,HighSchool
CUST_003141,55,F,Married,1,VeryHigh,Employed,HighSchool
CUST_003142,25,M,Divorced,0,Medium,Self-employed,HighSchool
CUST_003143,43,M,Married,0,High,Retired,PhD
CUST_003144,37,M,Divorced,0,Medium,Self-employed,HighSchool
CUST_003145,50,F,Married,1,High,Employed,Master
CUST_003146,50,F,Married,2,VeryHigh,Retired,Master
CUST_003147,36,M,Divorced,2,High,Self-employed,HighSchool
CUST_003148,36,F,Married,3,High,Self-employed,Bachelor
CUST_003149,43,F,Married,0,VeryHigh,Employed,Master
CUST_003150,34,F,Single,2,Medium,Employed,Bachelor
CUST_003151,55,M,Married,1,Medium,Employed,Bachelor
CUST_003152,40,M,Married,0,High,Employed,Master
CUST_003153,25,M,Married,2,High,Employed,Bachelor
CUST_003154,40,F,Married,2,High,Retired,HighSchool
CUST_003155,32,F,Married,3,High,Self-employed,HighSchool
CUST_003156,25,F,Single,0,High,Self-employed,Bachelor
CUST_003157,30,M,Married,2,Low,Employed,HighSchool
CUST_003158,46,M,Married,1,Medium,Employed,Master
CUST_003159,60,M,Single,0,High,Employed,Bachelor
CUST_003160,48,F,Married,1,Medium,Employed,Bachelor
CUST_003161,37,M,Married,2,Medium,Employed,Master
CUST_003162,50,M,Married,2,VeryHigh,Employed,Master
CUST_003163,39,F,Married,2,Medium,Employed,Bachelor
CUST_003164,36,M,Married,0,Medium,Employed,Bachelor
CUST_003165,31,M,Divorced,1,Medium,Employed,Bachelor
CUST_003166,25,M,Single,2,Medium,Employed,Bachelor
CUST_003167,40,F,Married,0,VeryHigh,Retired,Bachelor
CUST_003168,46,F,Single,1,High,Employed,Master
CUST_003169,43,F,Married,1,Medium,Employed,Master
CUST_003170,40,M,Married,1,Medium,Employed,Master
CUST_003171,33,F,Married,0,VeryHigh,Self-employed,HighSchool
CUST_003172,52,F,Married,2,High,Self-employed,HighSchool
CUST_003173,29,F,Divorced,1,Medium,Retired,HighSchool
CUST_003174,54,F,Married,1,Medium,Employed,Master
CUST_003175,32,M,Divorced,2,Medium,Self-employed,HighSchool
CUST_003176,35,M,Single,0,VeryHigh,Unemployed,HighSchool
CUST_003177,27,M,Married,0,High,Employed,Master
CUST_003178,38,F,Married,0,Medium,Employed,HighSchool
CUST_003179,56,F,Married,1,Medium,Employed,HighSchool
CUST_003180,51,F,Single,1,Medium,Self-employed,Master
CUST_003181,56,M,Widowed,2,Medium,Employed,Bachelor
CUST_003182,51,M,Married,0,Medium,Employed,Master
CUST_003183,31,M,Single,0,Medium,Retired,Bachelor
CUST_003184,41,F,Married,0,High,Employed,Bachelor
CUST_003185,35,M,Married,1,VeryHigh,Employed,HighSchool
CUST_003186,60,F,Married,2,Medium,Unemployed,Master
CUST_003187,30,M,Married,4,Medium,Self-employed,Master
CUST_003188,55,M,Married,0,High,Self-employed,HighSchool
CUST_003189,55,F,Married,0,Medium,Employed,Bachelor
CUST_003190,66,M,Married,0,Medium,Retired,HighSchool
CUST_003191,40,M,Divorced,2,Medium,Retired,Bachelor
CUST_003192,53,M,Divorced,1,Medium,Self-employed,HighSchool
CUST_003193,72,M,Married,0,Low,Employed,Master
CUST_003194,37,F,Single,1,VeryHigh,Employed,Bachelor
CUST_003195,26,F,Divorced,3,Medium,Employed,Master
CUST_003196,25,M,Single,2,Low,Employed,Bachelor
CUST_003197,53,F,Single,3,Medium,Self-employed,Bachelor
CUST_003198,25,M,Single,2,Medium,Employed,Bachelor
CUST_003199,40,F,Single,3,Medium,Employed,Master
CUST_003200,50,F,Divorced,0,High,Employed,HighSchool
CUST_003201,47,F,Married,0,Medium,Employed,Bachelor
CUST_003202,50,M,Widowed,1,VeryHigh,Employed,Master
CUST_003203,47,M,Single,2,High,Employed,Bachelor
CUST_003204,60,M,Married,0,High,Employed,HighSchool
CUST_003205,33,F,Widowed,2,Medium,Employed,HighSchool
CUST_003206,36,F,Divorced,6,Medium,Employed,Master
CUST_003207,35,M,Married,0,Medium,Employed,HighSchool
CUST_003208,54,F,Single,1,Medium,Employed,HighSchool
CUST_003209,55,M,Married,1,Medium,Retired,HighSchool
CUST_003210,50,M,Married,1,VeryHigh,Employed,HighSchool
CUST_003211,59,M,Married,2,High,Employed,HighSchool
CUST_003212,30,M,Married,1,Medium,Employed,Master
CUST_003213,65,M,Married,0,High,Employed,Bachelor
CUST_003214,63,M,Married,2,Medium,Employed,Bachelor
CUST_003215,53,M,Married,1,Low,Retired,Master
CUST_003216,66,M,Single,2,Medium,Employed,PhD
CUST_003217,25,F,Married,4,Low,Employed,Bachelor
CUST_003218,38,M,Married,1,Low,Self-employed,PhD
CUST_003219,36,F,Married,2,Medium,Employed,Bachelor
CUST_003220,53,M,Married,1,Medium,Self-employed,Master
CUST_003221,32,M,Single,0,Medium,Employed,Master
CUST_003222,54,F,Married,1,Low,Employed,HighSchool
CUST_003223,61,M,Widowed,0,Medium,Self-employed,Bachelor
CUST_003224,53,M,Married,1,Medium,Employed,Bachelor
CUST_003225,48,F,Married,1,Medium,Employed,Bachelor
CUST_003226,33,F,Married,0,Medium,Self-employed,HighSchool
CUST_003227,34,M,Single,4,High,Self-employed,Master
CUST_003228,59,M,Divorced,2,Low,Employed,HighSchool
CUST_003229,54,F,Married,1,Medium,Employed,Bachelor
CUST_003230,44,F,Divorced,1,High,Employed,Master
CUST_003231,39,M,Single,0,Medium,Employed,HighSchool
CUST_003232,25,M,Single,2,Medium,Retired,Master
CUST_003233,32,M,Married,0,Low,Self-employed,Bachelor
CUST_003234,67,M,Married,0,High,Self-employed,Master
CUST_003235,29,M,Divorced,0,VeryHigh,Self-employed,Master
CUST_003236,47,M,Single,0,Medium,Employed,Bachelor
CUST_003237,57,M,Married,0,Medium,Employed,Master
CUST_003238,29,M,Single,0,Medium,Employed,Bachelor
CUST_003239,47,F,Divorced,1,Low,Employed,Bachelor
CUST_003240,56,M,Married,2,VeryHigh,Employed,Bachelor
CUST_003241,45,M,Married,0,Medium,Employed,HighSchool
CUST_003242,75,M,Single,1,Low,Employed,Master
CUST_003243,25,F,Married,1,Medium,Self-employed,HighSchool
CUST_003244,57,F,Single,2,Medium,Retired,HighSchool
CUST_003245,42,F,Single,1,Medium,Employed,Bachelor
CUST_003246,54,M,Married,5,High,Employed,Bachelor
CUST_003247,50,F,Widowed,1,Medium,Self-employed,Bachelor
CUST_003248,36,M,Divorced,3,Medium,Employed,Bachelor
CUST_003249,47,M,Married,1,Medium,Employed,Bachelor
CUST_003250,25,F,Married,1,High,Self-employed,HighSchool
CUST_003251,52,F,Widowed,2,Medium,Self-employed,Master
CUST_003252,48,F,Married,2,Low,Employed,Bachelor
CUST_003253,52,F,Married,2,Medium,Retired,HighSchool
CUST_003254,57,F,Divorced,2,Medium,Retired,HighSchool
CUST_003255,49,M,Single,1,VeryHigh,Retired,Bachelor
CUST_003256,46,M,Single,0,Medium,Employed,Bachelor
CUST_003257,34,M,Married,2,Medium,Employed,Master
CUST_003258,36,F,Single,3,VeryHigh,Self-employed,HighSchool
CUST_003259,59,M,Married,0,Medium,Self-employed,Master
CUST_003260,62,F,Married,2,High,Employed,Master
CUST_003261,42,M,Married,1,High,Employed,Bachelor
CUST_003262,45,M,Widowed,1,Medium,Retired,Master
CUST_003263,34,M,Single,3,Medium,Employed,Master
CUST_003264,59,M,Married,2,High,Retired,Bachelor
CUST_003265,52,F,Single,2,Medium,Employed,HighSchool
CUST_003266,68,M,Married,0,Medium,Self-employed,HighSchool
CUST_003267,34,M,Married,1,Medium,Employed,Bachelor
CUST_003268,40,M,Married,2,Medium,Employed,HighSchool
CUST_003269,47,M,Single,0,Medium,Self-employed,Bachelor
CUST_003270,52,M,Married,2,Low,Employed,Bachelor
CUST_003271,42,M,Married,1,Low,Employed,Bachelor
CUST_003272,34,F,Single,1,Medium,Employed,Bachelor
